"gene_id","WT_1","WT_2","IR1_1","IR1_2","IR2_1","IR2_2"
"ENSG00000189114.6",343,327,274,354,354,264
"ENSG00000130201.3",628,537,917,977,877,635
"ENSG00000267045.1",235,238,382,429,408,312
"ENSG00000104879.4",9,21,14,39,13,16
"ENSG00000104892.12",24,32,60,71,70,38
"ENSG00000104884.10",1816,1679,1643,2098,1528,1046
"ENSG00000104881.10",710,575,1232,1470,1004,1087
"ENSG00000117877.6",70,66,77,125,79,60
"ENSG00000012061.11",1170,1075,1134,1482,1501,974
"ENSG00000125740.9",687,520,222,310,540,527
"ENSG00000125744.7",323,346,259,359,359,140
"ENSG00000213889.6",90,66,111,108,132,92
"ENSG00000125753.9",3061,2848,2589,3258,3380,2099
"ENSG00000125741.4",610,580,627,861,704,562
"ENSG00000177464.4",9,13,16,11,16,16
"ENSG00000125746.10",1463,1379,1406,1679,1466,977
"ENSG00000010310.4",882,786,801,930,1040,1347
"ENSG00000125743.6",3984,3930,3352,4357,3502,1369
"ENSG00000011478.7",575,474,396,514,384,201
"ENSG00000177051.5",741,729,909,1130,959,790
"ENSG00000237452.2",13,11,10,13,16,14
"ENSG00000259605.3",29,33,22,29,12,34
"ENSG00000177045.6",284,235,199,222,195,189
"ENSG00000267395.1",35,32,36,32,16,37
"ENSG00000104936.13",942,834,703,810,783,687
"ENSG00000185800.7",1141,1118,1149,1466,1322,1234
"ENSG00000104941.3",26,19,31,58,52,43
"ENSG00000125755.14",3079,2894,4971,5605,5063,4539
"ENSG00000269148.1",33,18,24,35,44,44
"ENSG00000170608.2",119,120,214,255,210,147
"ENSG00000170604.3",688,610,1154,1489,1242,946
"ENSG00000176182.5",83,88,161,175,117,188
"ENSG00000104967.6",5,14,6,14,15,15
"ENSG00000104983.4",752,615,563,832,506,427
"ENSG00000008438.4",23,16,18,25,27,22
"ENSG00000204869.4",1,5,4,13,11,7
"ENSG00000267922.1",152,111,353,328,342,403
"ENSG00000268621.1",1132,993,3230,3485,3212,3171
"ENSG00000268879.1",431,417,1098,1166,1227,1687
"ENSG00000268460.1",41,33,23,32,34,25
"ENSG00000124440.11",19,7,28,64,31,31
"ENSG00000011485.10",1648,1458,2000,2440,2179,1288
"ENSG00000169515.5",759,631,1000,1212,1198,855
"ENSG00000182013.13",751,687,1136,1455,1244,746
"ENSG00000230510.2",30,27,25,37,34,23
"ENSG00000160014.12",4961,4341,5337,7585,6776,3308
"ENSG00000160013.4",28,19,68,112,255,244
"ENSG00000167414.4",3,0,2,22,34,15
"ENSG00000197380.6",99,77,168,247,297,230
"ENSG00000105287.8",1024,925,1421,1680,1433,1118
"ENSG00000211513.3",0,3,7,5,10,12
"ENSG00000090372.10",3137,2878,3340,4129,3644,2920
"ENSG00000269487.1",42,26,20,18,25,31
"ENSG00000181027.6",339,289,387,530,521,359
"ENSG00000105281.8",8402,7219,10899,15638,15259,7436
"ENSG00000042753.7",1206,1210,1368,2008,1751,379
"ENSG00000160007.13",2346,1933,3122,4166,3710,2732
"ENSG00000252071.1",12,8,5,8,11,12
"ENSG00000130751.5",142,163,268,312,310,237
"ENSG00000130748.6",512,435,378,493,333,199
"ENSG00000130749.5",1676,1388,1879,2330,2172,1773
"ENSG00000142230.7",3557,3006,4161,5286,4017,1915
"ENSG00000105327.11",1295,1173,1564,1951,1891,1576
"ENSG00000105321.8",1117,961,1118,1506,1271,1158
"ENSG00000257704.2",329,338,529,758,639,515
"ENSG00000197405.3",18,10,9,21,49,47
"ENSG00000134830.3",3,8,9,22,10,8
"ENSG00000134815.14",1365,1129,1636,1790,1673,1540
"ENSG00000105419.13",23,17,132,118,320,331
"ENSG00000118160.9",28,23,21,43,38,18
"ENSG00000118162.9",210,178,205,258,221,111
"ENSG00000268061.1",34,42,43,44,51,30
"ENSG00000105402.3",1106,1113,1198,1609,1328,711
"ENSG00000118156.8",32,24,36,52,113,35
"ENSG00000268746.1",7,8,14,7,9,15
"ENSG00000063169.6",354,240,322,351,390,457
"ENSG00000269806.1",36,21,33,18,33,38
"ENSG00000024422.7",1916,1536,2800,3983,3153,2293
"ENSG00000105373.14",11139,9515,8896,11329,9242,6250
"ENSG00000269656.1",21,7,18,17,25,9
"ENSG00000178980.10",286,257,419,574,461,230
"ENSG00000178928.4",10,11,7,25,20,8
"ENSG00000105392.11",4,6,2,16,24,5
"ENSG00000105499.9",9,10,11,27,24,22
"ENSG00000105486.9",3251,2798,2647,3113,2749,2423
"ENSG00000269534.1",26,21,21,18,15,14
"ENSG00000269321.1",10,9,1,7,10,12
"ENSG00000185453.8",103,88,168,181,135,125
"ENSG00000178150.4",14,10,15,20,29,16
"ENSG00000105483.12",602,563,961,1060,1204,941
"ENSG00000268001.1",115,124,199,224,241,167
"ENSG00000105479.11",104,71,140,208,150,175
"ENSG00000142227.6",1486,1313,1197,2182,2064,856
"ENSG00000161558.6",296,273,376,466,403,250
"ENSG00000105467.4",11,7,12,10,15,6
"ENSG00000105438.4",2497,2104,2479,3422,2646,1686
"ENSG00000105464.3",908,789,1526,1928,1869,1760
"ENSG00000105447.8",954,777,1120,1373,1272,752
"ENSG00000182324.5",49,58,59,81,85,63
"ENSG00000105443.9",960,840,969,1193,1137,769
"ENSG00000142235.4",378,364,468,537,496,495
"ENSG00000088002.7",31,21,23,38,24,8
"ENSG00000105523.3",43,36,39,68,72,53
"ENSG00000063177.8",17881,17191,17006,22959,16732,4911
"ENSG00000268093.1",12,8,5,11,9,8
"ENSG00000063176.11",214,179,252,311,264,181
"ENSG00000105516.6",246,306,295,397,259,123
"ENSG00000063180.4",159,155,238,350,270,189
"ENSG00000142233.7",16,11,9,29,31,16
"ENSG00000176920.10",45,35,49,72,73,82
"ENSG00000176909.7",62,46,55,86,87,64
"ENSG00000105538.4",229,180,274,355,314,283
"ENSG00000182264.4",78,58,73,127,90,112
"ENSG00000174951.6",945,868,1233,1496,1352,1206
"ENSG00000105552.10",1525,1374,1645,1949,1344,713
"ENSG00000087076.4",23,26,14,32,34,51
"ENSG00000105559.7",1093,931,1717,2218,1911,1702
"ENSG00000087074.7",5783,5187,4717,6128,5824,4610
"ENSG00000104804.3",64,66,89,136,100,48
"ENSG00000104805.11",6016,5487,4188,6724,4668,2282
"ENSG00000235191.1",12,3,6,5,11,7
"ENSG00000260366.1",15,11,8,12,5,16
"ENSG00000104808.3",114,120,196,273,126,59
"ENSG00000087088.15",432,389,504,690,567,345
"ENSG00000267898.1",48,26,43,40,49,37
"ENSG00000087086.9",45748,41967,48240,71745,49818,13346
"ENSG00000104812.10",1174,1089,1533,1892,1676,1273
"ENSG00000183207.8",4611,3903,5906,7376,5579,2877
"ENSG00000104826.7",39,20,17,46,30,27
"ENSG00000268655.1",28,15,7,26,27,14
"ENSG00000104818.14",3,3,5,16,16,2
"ENSG00000196337.6",21,5,12,27,17,12
"ENSG00000225950.3",4,4,6,13,11,6
"ENSG00000104848.1",8,3,15,31,34,29
"ENSG00000104852.10",6638,5762,6130,7841,6720,5600
"ENSG00000104863.7",239,191,184,214,183,194
"ENSG00000221916.2",34,24,27,38,27,15
"ENSG00000177380.9",854,774,892,1159,1113,902
"ENSG00000130528.7",482,436,805,1163,1118,764
"ENSG00000130529.11",1699,1480,1673,1979,2104,2104
"ENSG00000063127.11",64,63,86,110,183,137
"ENSG00000197813.4",58,27,36,49,56,66
"ENSG00000104894.7",306,259,902,1046,909,925
"ENSG00000074219.9",420,420,413,614,660,425
"ENSG00000104901.2",85,71,69,122,59,55
"ENSG00000268686.1",13,10,31,33,35,23
"ENSG00000161609.5",28,37,63,76,66,58
"ENSG00000142538.1",10,10,28,61,41,12
"ENSG00000261949.1",20,17,31,38,34,36
"ENSG00000104888.5",265,250,626,897,774,572
"ENSG00000104872.6",1676,1540,2174,2895,2529,1363
"ENSG00000161618.5",1059,824,1148,1513,1298,984
"ENSG00000090554.8",18,9,13,25,16,16
"ENSG00000142541.12",64735,61300,54098,77266,57034,14640
"ENSG00000142534.2",28197,24613,30710,38863,31271,14623
"ENSG00000104870.8",66,55,451,646,412,269
"ENSG00000142552.3",301,297,497,791,602,361
"ENSG00000142546.9",1324,1126,1485,1930,1427,710
"ENSG00000126460.6",24,23,27,34,28,13
"ENSG00000126464.9",993,812,1119,1317,1038,1431
"ENSG00000126458.3",297,280,362,599,448,176
"ENSG00000126461.10",2252,2022,2581,3390,3068,2758
"ENSG00000126456.11",966,883,1237,1644,1641,998
"ENSG00000126453.5",1234,1181,1490,1995,1985,699
"ENSG00000126457.16",3153,2765,3604,5145,4292,2128
"ENSG00000224420.3",45,55,68,68,61,80
"ENSG00000169169.10",48,43,53,86,53,30
"ENSG00000243829.1",86,77,91,70,106,122
"ENSG00000126467.6",153,123,202,211,191,160
"ENSG00000196961.8",6303,5754,6190,7843,5741,3429
"ENSG00000010361.9",82,93,124,149,119,92
"ENSG00000104973.10",1635,1340,1847,2426,1772,1370
"ENSG00000268006.1",228,208,299,391,304,319
"ENSG00000104960.11",2230,2055,2357,2948,2553,1831
"ENSG00000268047.1",12,5,21,34,8,20
"ENSG00000269352.1",53,51,47,60,91,70
"ENSG00000267896.1",16,16,26,18,35,31
"ENSG00000039650.5",828,788,1241,1611,1525,1177
"ENSG00000204673.6",681,683,1026,1459,1476,968
"ENSG00000104946.6",683,650,712,857,775,630
"ENSG00000104951.11",35,19,32,73,46,34
"ENSG00000213024.6",2111,1844,2463,3136,2925,2112
"ENSG00000169136.4",140,114,1119,1488,817,759
"ENSG00000161640.11",18,16,3,40,16,6
"ENSG00000161643.8",19,6,17,21,41,17
"ENSG00000105053.6",1070,998,1342,1706,1538,986
"ENSG00000142528.11",574,472,716,947,851,599
"ENSG00000269540.1",7,1,11,10,9,4
"ENSG00000105357.11",58,45,179,233,273,167
"ENSG00000131398.9",213,175,715,867,966,1430
"ENSG00000131408.9",1452,1168,1737,2199,1893,1519
"ENSG00000131401.7",52,41,86,120,125,128
"ENSG00000131400.3",177,139,265,412,315,381
"ENSG00000269392.1",8,9,14,16,18,21
"ENSG00000062822.8",6173,5398,5968,7878,6556,4042
"ENSG00000269404.2",6,5,2,7,19,12
"ENSG00000086967.9",27,20,18,70,29,36
"ENSG00000142530.6",17,12,26,64,39,18
"ENSG00000161671.12",497,413,675,950,659,430
"ENSG00000268518.1",11,7,7,16,14,12
"ENSG00000161677.7",147,123,168,171,200,146
"ENSG00000204653.5",37,23,95,91,96,132
"ENSG00000131409.8",232,153,1248,1663,2165,1897
"ENSG00000268231.1",12,6,34,20,47,63
"ENSG00000213023.5",36,37,126,187,120,98
"ENSG00000235034.2",172,158,253,339,278,251
"ENSG00000161681.11",49,43,133,232,248,239
"ENSG00000105472.8",229,169,839,1362,1292,805
"ENSG00000142513.4",109,84,148,173,158,181
"ENSG00000268375.1",9,9,13,14,13,28
"ENSG00000167747.9",2519,2263,3009,3596,3305,1857
"ENSG00000221241.1",18,2,17,11,21,5
"ENSG00000180279.5",9,15,7,14,26,20
"ENSG00000167748.6",235,204,289,309,475,478
"ENSG00000174562.9",5,6,2,5,12,10
"ENSG00000167751.8",14,14,33,43,75,38
"ENSG00000197588.5",4,6,5,9,13,12
"ENSG00000167749.7",13,7,3,20,14,13
"ENSG00000169035.7",7,7,5,18,16,8
"ENSG00000129455.11",4,4,14,20,16,7
"ENSG00000129451.7",3,6,2,10,18,6
"ENSG00000186474.11",3,3,2,10,10,4
"ENSG00000167759.8",50,33,56,98,145,129
"ENSG00000129437.5",9,9,1,15,11,16
"ENSG00000142544.6",328,262,519,552,529,419
"ENSG00000129450.4",15,11,9,26,18,19
"ENSG00000168995.9",6,13,8,15,11,8
"ENSG00000268849.1",3,1,71,43,116,78
"ENSG00000105383.10",101,84,354,438,464,322
"ENSG00000179213.9",10,13,0,13,11,3
"ENSG00000142549.9",18,22,49,63,49,43
"ENSG00000186806.5",373,271,354,501,463,357
"ENSG00000267905.1",7,11,11,4,15,15
"ENSG00000105379.5",799,719,875,1170,962,441
"ENSG00000268520.1",28,19,27,41,48,40
"ENSG00000160318.2",44,37,65,97,77,49
"ENSG00000105374.5",12,12,17,30,29,31
"ENSG00000262874.1",30,15,27,41,53,53
"ENSG00000268889.1",10,3,19,14,22,12
"ENSG00000142512.10",105,103,256,433,248,242
"ENSG00000254760.1",11,10,30,25,29,35
"ENSG00000255441.1",25,14,26,30,31,33
"ENSG00000105366.11",30,31,12,30,15,25
"ENSG00000268957.1",27,27,31,32,45,20
"ENSG00000213822.5",32,19,17,18,27,21
"ENSG00000254521.2",49,42,32,63,37,26
"ENSG00000269580.1",15,15,3,9,6,18
"ENSG00000105492.11",37,23,74,124,60,33
"ENSG00000105497.3",1146,1098,1338,1628,1312,1062
"ENSG00000167765.3",38,33,29,56,48,54
"ENSG00000269388.1",76,64,57,75,54,46
"ENSG00000254415.3",7,12,12,20,8,7
"ENSG00000269959.1",24,10,50,32,44,40
"ENSG00000182310.8",197,153,301,407,308,351
"ENSG00000105509.6",16,13,26,34,49,18
"ENSG00000171051.4",8,4,4,12,13,2
"ENSG00000187474.4",68,58,44,54,75,40
"ENSG00000269483.1",16,4,24,18,32,42
"ENSG00000161551.8",265,215,330,309,303,379
"ENSG00000198093.6",295,235,427,488,415,426
"ENSG00000176024.12",61,87,125,153,112,107
"ENSG00000269235.1",3,5,18,13,8,9
"ENSG00000256683.2",83,62,176,232,182,144
"ENSG00000197619.9",93,72,238,322,225,163
"ENSG00000142556.14",255,209,410,485,484,303
"ENSG00000256087.2",152,142,357,446,460,442
"ENSG00000260160.1",19,23,37,41,52,59
"ENSG00000197608.7",588,540,1042,1103,1412,1575
"ENSG00000204611.2",264,265,562,735,613,406
"ENSG00000196267.8",9,12,16,36,48,21
"ENSG00000105568.13",4473,4006,4479,5797,4698,1916
"ENSG00000268015.1",25,24,36,37,43,30
"ENSG00000196214.6",419,380,491,655,607,385
"ENSG00000269102.1",33,23,23,16,38,29
"ENSG00000198464.9",244,192,433,510,480,414
"ENSG00000269535.1",53,36,68,43,66,39
"ENSG00000167554.10",13,5,9,21,18,8
"ENSG00000221923.4",8,6,51,63,37,41
"ENSG00000269834.1",4,4,24,32,49,51
"ENSG00000167555.9",29,28,140,210,232,203
"ENSG00000198633.6",10,13,71,98,69,86
"ENSG00000258405.5",12,12,32,64,58,42
"ENSG00000198482.6",619,571,1010,1096,1186,1054
"ENSG00000167562.7",303,235,344,381,378,324
"ENSG00000123870.9",96,72,104,89,102,134
"ENSG00000167766.14",1339,1230,1715,1893,1431,1474
"ENSG00000268970.1",25,27,31,41,56,50
"ENSG00000269825.1",338,325,437,361,318,327
"ENSG00000213020.4",572,496,1073,1194,954,776
"ENSG00000189190.7",240,227,448,516,375,311
"ENSG00000198538.6",409,385,675,796,662,392
"ENSG00000255875.2",9,12,7,21,10,5
"ENSG00000204604.5",319,230,430,521,366,269
"ENSG00000268225.1",23,27,57,80,46,45
"ENSG00000182986.8",795,667,1063,1225,1010,851
"ENSG00000213793.3",79,105,106,146,117,80
"ENSG00000269646.1",14,18,25,19,15,24
"ENSG00000180257.8",319,281,424,529,470,289
"ENSG00000242779.2",145,154,287,326,277,159
"ENSG00000267943.1",3,4,23,29,19,22
"ENSG00000269526.1",3,3,15,10,15,10
"ENSG00000268964.1",3,4,17,31,27,8
"ENSG00000170949.13",1231,1103,1651,1904,1755,1347
"ENSG00000170954.7",14,9,17,33,50,19
"ENSG00000197937.8",226,173,511,561,638,509
"ENSG00000268613.1",3,4,13,17,23,2
"ENSG00000197497.6",133,105,243,215,197,155
"ENSG00000269051.1",23,14,30,48,42,30
"ENSG00000269001.1",9,5,6,15,16,11
"ENSG00000267809.1",6,11,16,14,6,10
"ENSG00000197928.6",36,27,83,117,160,84
"ENSG00000228567.2",11,6,5,17,5,4
"ENSG00000213799.6",274,258,405,490,515,223
"ENSG00000203326.5",233,181,494,574,565,397
"ENSG00000196417.8",384,377,622,707,607,553
"ENSG00000239912.1",5,4,8,16,0,10
"ENSG00000160336.10",224,230,504,608,776,606
"ENSG00000241015.2",206,189,300,303,396,397
"ENSG00000198346.6",193,179,370,425,440,310
"ENSG00000250731.1",39,27,46,48,44,71
"ENSG00000130844.12",30,44,162,206,551,564
"ENSG00000142405.17",16,21,11,26,40,18
"ENSG00000228323.2",18,9,11,14,20,14
"ENSG00000232324.1",2,5,7,18,16,14
"ENSG00000179820.11",942,680,904,1579,1417,1168
"ENSG00000126583.6",15,11,13,21,29,15
"ENSG00000105605.3",2,10,6,11,10,11
"ENSG00000142408.2",8,4,19,18,92,162
"ENSG00000130433.3",4,0,3,11,13,2
"ENSG00000248385.3",6,4,2,10,12,6
"ENSG00000170909.9",12,9,23,32,30,30
"ENSG00000170906.11",504,436,640,871,734,372
"ENSG00000105619.9",179,147,185,221,193,143
"ENSG00000105618.9",734,614,840,981,907,729
"ENSG00000237017.1",91,89,92,92,96,85
"ENSG00000088038.13",1445,1276,1592,1945,1797,1794
"ENSG00000105617.3",100,77,106,98,105,87
"ENSG00000167608.7",155,105,143,127,148,156
"ENSG00000125505.12",2593,2268,3009,4340,3567,2384
"ENSG00000170892.6",927,871,1052,1306,1080,504
"ENSG00000170889.9",16959,17031,13543,18795,14223,3781
"ENSG00000224579.1",10,8,8,12,28,8
"ENSG00000204577.7",18,16,12,33,26,31
"ENSG00000244482.5",17,14,22,32,39,25
"ENSG00000105609.12",17,8,9,24,23,10
"ENSG00000131042.9",25,21,13,42,27,8
"ENSG00000170866.7",18,17,13,20,19,8
"ENSG00000187116.9",11,12,4,13,12,3
"ENSG00000239961.2",14,9,19,27,53,52
"ENSG00000167613.11",12,15,1,18,15,8
"ENSG00000167614.9",48,63,110,119,149,190
"ENSG00000268496.1",11,3,14,12,17,30
"ENSG00000269873.1",4,7,11,4,12,22
"ENSG00000267838.1",23,17,46,42,34,56
"ENSG00000226696.1",213,166,290,287,362,328
"ENSG00000235681.1",18,21,30,21,33,36
"ENSG00000167615.12",6117,5515,7855,8183,7832,10428
"ENSG00000182909.5",84,65,82,101,77,59
"ENSG00000167617.2",11,20,39,52,56,40
"ENSG00000213016.3",0,3,6,5,13,16
"ENSG00000239998.1",23,21,50,68,127,86
"ENSG00000104972.10",26,20,20,47,45,14
"ENSG00000104974.6",19,12,9,31,26,9
"ENSG00000186818.8",8,15,11,26,36,6
"ENSG00000186152.6",96,71,16,22,16,11
"ENSG00000167633.12",7,4,8,13,14,4
"ENSG00000186431.14",6,5,1,22,13,8
"ENSG00000189430.8",22,7,43,65,46,34
"ENSG00000167634.8",8,30,22,55,44,17
"ENSG00000022556.11",979,886,1619,1951,1307,950
"ENSG00000267265.1",273,183,400,444,464,431
"ENSG00000088053.7",354,291,487,538,584,853
"ENSG00000267149.2",32,32,72,75,72,62
"ENSG00000160439.11",963,745,1221,1502,1342,1529
"ENSG00000131037.10",418,367,378,461,436,410
"ENSG00000125503.8",1684,1531,2395,2686,2616,2726
"ENSG00000105048.12",3120,2757,3728,5193,4786,3222
"ENSG00000129991.8",289,300,973,1156,844,699
"ENSG00000167646.9",170,152,364,402,357,276
"ENSG00000129990.10",128,118,339,509,455,320
"ENSG00000080031.5",838,715,1386,1701,2512,1876
"ENSG00000267649.1",19,17,56,58,104,98
"ENSG00000180089.4",61,48,57,91,70,55
"ENSG00000105063.14",3162,2780,4245,5414,5174,4123
"ENSG00000133265.6",789,670,1045,1401,1267,694
"ENSG00000160469.12",106,113,307,392,504,496
"ENSG00000180061.5",36,31,87,134,77,60
"ENSG00000133247.9",1309,1168,1224,1395,1238,1109
"ENSG00000160471.8",110,97,37,74,47,59
"ENSG00000180043.7",6,6,6,18,10,4
"ENSG00000095752.2",13,10,13,25,15,16
"ENSG00000160472.4",10,2,10,5,3,20
"ENSG00000233493.3",75,89,96,125,94,63
"ENSG00000108107.8",13108,12803,12118,19071,14970,5194
"ENSG00000267093.1",32,27,20,7,26,29
"ENSG00000108106.9",5153,4761,5500,7395,5966,3745
"ENSG00000187902.7",19,27,51,105,112,122
"ENSG00000063241.3",1436,1244,1478,1750,1687,894
"ENSG00000197483.8",277,242,268,380,299,304
"ENSG00000090971.4",703,640,921,1212,979,549
"ENSG00000179954.10",57,50,159,249,281,327
"ENSG00000187550.4",8,9,4,16,17,14
"ENSG00000231274.4",33,28,53,87,162,123
"ENSG00000218891.2",573,471,641,865,655,675
"ENSG00000179943.6",326,306,458,645,590,416
"ENSG00000171443.6",356,322,269,392,351,213
"ENSG00000261221.1",888,829,973,1360,1200,1151
"ENSG00000179922.5",108,92,143,181,164,112
"ENSG00000213015.4",289,228,391,468,414,407
"ENSG00000171425.5",876,807,855,1080,846,396
"ENSG00000173581.3",406,346,646,889,823,486
"ENSG00000063244.8",4851,4176,4638,5715,5500,3896
"ENSG00000267523.1",35,34,57,68,43,40
"ENSG00000267096.1",15,8,17,10,18,24
"ENSG00000063245.10",2952,2502,2967,4206,3562,2520
"ENSG00000267117.1",4,7,12,12,7,11
"ENSG00000267183.1",14,20,17,25,33,27
"ENSG00000267018.1",23,9,20,28,18,36
"ENSG00000268593.1",2,10,2,1,10,5
"ENSG00000185792.5",11,10,10,28,15,16
"ENSG00000179873.10",11,9,24,26,26,17
"ENSG00000160505.11",19,10,26,33,46,7
"ENSG00000173572.7",16,17,7,30,27,16
"ENSG00000179709.4",15,10,10,33,43,7
"ENSG00000171487.10",18,17,21,32,39,9
"ENSG00000142409.4",982,934,1311,1748,1541,1067
"ENSG00000223060.1",7,6,4,9,10,20
"ENSG00000167685.10",686,595,937,1177,974,800
"ENSG00000204533.2",13,6,5,18,6,12
"ENSG00000197213.5",15,7,10,20,23,8
"ENSG00000131848.5",142,109,184,218,268,169
"ENSG00000267908.1",4,4,8,10,12,13
"ENSG00000267710.1",119,110,139,137,188,192
"ENSG00000267298.1",5,4,19,15,19,16
"ENSG00000267549.1",8,8,16,19,12,9
"ENSG00000266907.1",3,12,17,17,29,19
"ENSG00000267606.1",11,5,19,29,19,13
"ENSG00000240225.6",184,170,314,432,334,191
"ENSG00000018869.12",34,28,47,80,81,41
"ENSG00000267454.1",11,9,26,25,46,24
"ENSG00000198440.5",37,24,70,59,86,68
"ENSG00000198046.7",6,5,56,57,134,125
"ENSG00000166770.6",4,2,101,183,146,114
"ENSG00000196263.3",11,13,32,53,57,44
"ENSG00000196867.3",17,19,56,102,95,60
"ENSG00000197016.7",17,12,38,71,88,43
"ENSG00000197951.4",23,20,103,146,56,52
"ENSG00000127903.12",10,18,11,50,41,9
"ENSG00000269699.1",11,8,2,15,29,8
"ENSG00000198300.8",34,23,28,62,81,60
"ENSG00000131864.6",21,5,4,16,26,14
"ENSG00000083844.6",104,81,506,597,482,423
"ENSG00000105146.8",43,31,437,570,526,315
"ENSG00000204524.5",274,245,503,536,478,373
"ENSG00000268713.1",43,43,55,75,46,42
"ENSG00000267871.1",40,28,31,55,40,40
"ENSG00000197714.4",1728,1542,2645,3022,2507,1881
"ENSG00000268205.1",521,395,714,912,822,695
"ENSG00000178229.7",192,161,339,431,379,227
"ENSG00000268678.1",8,13,16,10,25,16
"ENSG00000131845.10",157,158,216,278,222,150
"ENSG00000152433.10",12,10,9,20,20,15
"ENSG00000256060.2",32,23,29,34,31,19
"ENSG00000188785.7",111,113,252,299,262,243
"ENSG00000186272.8",138,124,264,224,198,221
"ENSG00000186230.6",214,230,360,438,346,278
"ENSG00000178201.3",11,6,8,6,24,12
"ENSG00000197128.7",52,40,364,493,444,251
"ENSG00000105136.15",39,35,175,175,148,185
"ENSG00000152439.8",23,16,64,72,69,48
"ENSG00000121406.4",38,18,223,271,310,181
"ENSG00000251369.4",151,150,479,567,509,348
"ENSG00000083817.8",54,30,138,164,128,103
"ENSG00000171649.7",11,12,200,210,293,170
"ENSG00000183647.6",113,134,197,266,252,180
"ENSG00000213762.6",225,178,425,536,536,351
"ENSG00000121417.9",179,157,355,424,410,297
"ENSG00000269097.1",0,0,42,45,29,36
"ENSG00000180532.6",7,9,31,30,23,18
"ENSG00000204519.6",226,209,716,751,873,644
"ENSG00000268948.1",6,6,17,19,31,28
"ENSG00000179909.11",85,42,248,195,307,363
"ENSG00000083814.8",134,84,301,312,343,316
"ENSG00000152443.8",217,202,425,440,426,350
"ENSG00000083828.11",343,330,562,611,654,542
"ENSG00000178935.5",205,181,359,337,299,395
"ENSG00000269343.2",530,413,682,760,641,763
"ENSG00000269304.1",34,25,52,42,33,37
"ENSG00000204514.5",398,371,797,820,755,826
"ENSG00000198466.8",621,561,1022,997,1101,1158
"ENSG00000269867.1",17,17,51,33,42,78
"ENSG00000270804.1",16,27,59,51,72,84
"ENSG00000269476.1",6,1,14,11,10,6
"ENSG00000173480.6",144,142,439,503,503,460
"ENSG00000196724.8",36,24,251,317,319,284
"ENSG00000152454.3",13,10,157,223,227,179
"ENSG00000177025.3",3,3,7,13,12,10
"ENSG00000166704.7",17,30,228,235,229,181
"ENSG00000176593.3",9,7,136,168,148,166
"ENSG00000235974.1",0,1,60,63,64,76
"ENSG00000152467.5",9,10,339,310,452,583
"ENSG00000268660.1",10,4,244,217,295,412
"ENSG00000270837.1",2,0,67,63,80,124
"ENSG00000176293.15",16,18,227,269,323,367
"ENSG00000121413.8",28,32,643,693,812,501
"ENSG00000181894.10",35,27,210,281,243,167
"ENSG00000171606.13",1004,919,1851,2269,2200,1760
"ENSG00000198131.9",715,615,1110,1203,1087,1220
"ENSG00000269545.1",14,11,14,14,20,14
"ENSG00000268516.1",235,183,268,394,286,356
"ENSG00000268201.1",51,34,89,89,93,94
"ENSG00000267216.1",121,104,81,143,129,90
"ENSG00000142396.6",328,243,291,366,356,286
"ENSG00000269794.1",7,6,11,17,8,9
"ENSG00000182318.5",291,292,407,438,440,307
"ENSG00000121410.7",31,22,22,20,27,27
"ENSG00000268230.1",34,29,38,38,31,35
"ENSG00000268895.1",61,27,65,57,61,57
"ENSG00000174586.6",116,81,89,124,115,126
"ENSG00000268049.1",29,22,22,32,26,28
"ENSG00000269054.1",14,9,15,18,21,18
"ENSG00000152475.6",90,84,95,93,161,78
"ENSG00000083845.4",16326,16889,16361,22958,18059,3380
"ENSG00000269855.1",10,17,22,32,32,13
"ENSG00000268307.1",1,9,17,16,4,5
"ENSG00000171574.13",620,507,805,1015,941,715
"ENSG00000232098.2",522,448,505,541,680,618
"ENSG00000268543.1",32,35,77,75,67,50
"ENSG00000268912.1",39,27,82,78,72,85
"ENSG00000131849.10",68,51,141,192,182,180
"ENSG00000269473.1",67,55,162,219,150,123
"ENSG00000249471.3",252,195,358,379,310,228
"ENSG00000083812.7",369,338,523,612,659,577
"ENSG00000083838.11",325,291,505,505,527,484
"ENSG00000083807.5",452,407,424,621,513,285
"ENSG00000252334.1",10,1,12,6,7,7
"ENSG00000265272.1",1,4,9,10,6,13
"ENSG00000119574.8",317,290,393,469,460,299
"ENSG00000130726.7",12731,11513,16666,21989,18224,8707
"ENSG00000130724.4",975,918,1050,1247,1097,576
"ENSG00000130725.3",1013,1043,1804,2103,1922,828
"ENSG00000267858.1",181,130,174,224,183,214
"ENSG00000099326.4",1092,984,1324,1464,1340,1683
"ENSG00000213753.6",379,365,458,722,729,344
"ENSG00000269600.1",217,173,108,123,297,139
"ENSG00000196476.7",477,426,405,414,298,354
"ENSG00000177764.6",185,172,155,200,159,142
"ENSG00000225377.1",94,96,70,77,69,57
"ENSG00000177732.6",1152,995,920,1346,1051,837
"ENSG00000125841.8",400,342,354,499,541,309
"ENSG00000101255.6",1136,1038,1755,2299,2277,917
"ENSG00000125826.15",781,724,782,919,877,780
"ENSG00000125875.9",1260,1112,1064,1348,1066,726
"ENSG00000101266.12",2696,2406,2575,3311,2322,1145
"ENSG00000125878.4",80,70,101,130,97,63
"ENSG00000271303.1",161,155,114,144,152,79
"ENSG00000215397.3",293,263,50,63,177,217
