"gene_id","WT_1","WT_2","IR1_1","IR1_2","IR2_1","IR2_2"
"ENSG00000101276.10",21,23,46,78,25,17
"ENSG00000125898.8",500,445,271,345,250,162
"ENSG00000101278.6",9,14,12,11,10,6
"ENSG00000101280.6",6,13,6,14,12,4
"ENSG00000125818.13",1163,1016,940,1353,1067,473
"ENSG00000215388.3",17,13,17,36,16,36
"ENSG00000125895.5",738,695,433,525,417,394
"ENSG00000215595.1",16,18,13,10,5,5
"ENSG00000244588.1",36,17,80,93,82,44
"ENSG00000101298.9",113,109,898,1202,1509,1220
"ENSG00000125775.10",37,34,28,50,64,36
"ENSG00000234684.2",122,99,95,97,99,80
"ENSG00000203630.3",39,28,25,29,36,32
"ENSG00000229728.1",13,15,11,17,8,18
"ENSG00000088832.10",1709,1471,1474,2201,1745,699
"ENSG00000088833.13",1227,1123,961,1285,1132,739
"ENSG00000196209.8",16,11,11,27,40,12
"ENSG00000101307.11",12,8,7,12,19,5
"ENSG00000089012.10",4,4,6,15,12,12
"ENSG00000198053.7",13,7,13,39,23,10
"ENSG00000101327.4",2,2,2,12,11,6
"ENSG00000125834.8",1034,851,913,1115,940,727
"ENSG00000125780.11",16,16,13,26,19,20
"ENSG00000166948.5",18,16,16,27,23,10
"ENSG00000125835.13",2773,2415,2028,2721,2181,834
"ENSG00000088876.7",184,142,162,211,185,149
"ENSG00000149488.11",29,14,22,28,43,19
"ENSG00000101361.10",2134,1930,2029,2520,2078,1427
"ENSG00000101365.16",1410,1297,1038,1427,1064,438
"ENSG00000088881.16",30,23,11,18,21,16
"ENSG00000088882.7",137,111,27,56,71,41
"ENSG00000132635.12",675,621,463,643,603,470
"ENSG00000215305.5",707,645,361,445,489,250
"ENSG00000132670.16",1799,1572,1313,1726,1631,1127
"ENSG00000125787.7",12,10,6,16,14,16
"ENSG00000125901.5",490,423,325,386,326,255
"ENSG00000235958.1",21,14,23,24,32,26
"ENSG00000185019.12",204,183,272,361,291,164
"ENSG00000215251.3",360,326,424,437,425,216
"ENSG00000088899.10",269,266,232,310,315,247
"ENSG00000198171.8",952,744,556,693,545,488
"ENSG00000125877.8",452,349,341,456,394,194
"ENSG00000088836.8",31,23,29,38,44,23
"ENSG00000088854.11",487,378,317,360,436,388
"ENSG00000226632.1",11,14,13,9,14,28
"ENSG00000088812.13",1087,1005,674,1056,922,524
"ENSG00000230568.1",24,9,12,10,34,17
"ENSG00000149451.13",8,19,8,22,28,9
"ENSG00000088827.8",31,32,32,48,57,27
"ENSG00000132622.6",36,29,41,40,55,39
"ENSG00000101220.13",540,498,494,732,527,207
"ENSG00000101222.8",14,7,14,3,9,15
"ENSG00000125817.7",681,656,756,1054,915,632
"ENSG00000101224.13",1064,909,866,1121,947,615
"ENSG00000125843.6",92,100,110,141,144,66
"ENSG00000088888.13",1702,1462,1567,1963,1919,1527
"ENSG00000229539.1",15,3,2,14,10,9
"ENSG00000125779.17",1082,982,727,960,832,679
"ENSG00000101236.12",3244,2693,3107,4004,3391,2222
"ENSG00000226608.2",61,62,78,119,98,28
"ENSG00000088826.13",121,130,86,125,162,101
"ENSG00000171873.6",11,11,18,35,36,20
"ENSG00000171867.12",159,145,217,301,195,98
"ENSG00000101265.11",6,7,8,10,12,8
"ENSG00000089057.10",534,459,404,529,492,373
"ENSG00000089063.10",932,847,616,831,748,383
"ENSG00000132646.6",1862,1850,1682,2127,1770,503
"ENSG00000101290.9",972,941,724,1031,839,537
"ENSG00000225022.1",3,5,9,18,14,5
"ENSG00000230563.2",2,1,10,26,34,20
"ENSG00000205181.5",7,15,115,115,224,173
"ENSG00000125772.8",1642,1400,870,982,994,921
"ENSG00000233578.1",22,30,8,7,17,22
"ENSG00000171984.10",175,158,108,127,110,39
"ENSG00000089199.5",14,8,5,23,19,19
"ENSG00000089195.10",108,117,119,159,133,99
"ENSG00000125885.9",1036,824,808,931,780,640
"ENSG00000088766.7",776,711,791,987,845,401
"ENSG00000125872.7",31,23,25,55,41,38
"ENSG00000101311.11",26,13,44,59,81,92
"ENSG00000229876.1",17,18,36,41,70,37
"ENSG00000228482.1",10,7,21,24,26,46
"ENSG00000125845.6",18,13,55,52,80,81
"ENSG00000101323.4",6,6,11,5,10,0
"ENSG00000125827.4",482,414,397,603,522,372
"ENSG00000182621.12",173,134,439,559,464,301
"ENSG00000225479.1",11,6,11,14,9,10
"ENSG00000101333.12",38,31,49,74,59,37
"ENSG00000101349.12",27,10,5,9,15,8
"ENSG00000132623.11",65,49,9,17,23,8
"ENSG00000125863.13",343,329,435,414,442,117
"ENSG00000149346.10",130,102,117,135,129,68
"ENSG00000235036.3",24,12,13,25,10,16
"ENSG00000101384.7",48,46,76,135,157,80
"ENSG00000132640.10",336,315,181,217,210,107
"ENSG00000236526.1",17,24,15,9,12,9
"ENSG00000172296.8",9,10,8,34,37,12
"ENSG00000101230.5",6,3,7,19,18,12
"ENSG00000089123.11",224,194,227,270,277,195
"ENSG00000236811.1",12,6,5,11,13,4
"ENSG00000089048.10",385,340,469,479,431,314
"ENSG00000101247.13",171,146,148,180,142,77
"ENSG00000101251.7",7,8,9,21,18,9
"ENSG00000172264.12",17,9,6,18,15,0
"ENSG00000125848.9",6,11,6,25,14,5
"ENSG00000089177.13",541,493,620,718,526,472
"ENSG00000228809.1",15,13,3,3,13,5
"ENSG00000125870.6",458,421,464,508,446,243
"ENSG00000125851.5",12,6,4,25,45,14
"ENSG00000125864.7",12,16,32,51,109,75
"ENSG00000125868.11",466,438,815,952,937,374
"ENSG00000125844.11",2450,2092,1818,2444,1961,1910
"ENSG00000089006.12",2345,1946,2251,2799,1956,1215
"ENSG00000125850.6",2,3,8,15,20,10
"ENSG00000212232.1",228,335,274,237,306,338
"ENSG00000125871.9",544,515,572,604,571,385
"ENSG00000232838.3",28,26,21,26,25,13
"ENSG00000149474.9",144,111,146,158,108,79
"ENSG00000125846.11",260,261,282,290,234,211
"ENSG00000089091.12",22,10,17,26,29,18
"ENSG00000132664.7",144,148,104,139,96,44
"ENSG00000089050.10",51,34,43,45,14,14
"ENSG00000101310.10",955,876,922,1267,1060,368
"ENSG00000232388.2",296,300,259,299,248,63
"ENSG00000125821.7",355,285,292,382,397,151
"ENSG00000233993.1",10,7,6,4,19,10
"ENSG00000273148.1",9,12,14,9,2,14
"ENSG00000185052.7",13,20,5,41,20,6
"ENSG00000132669.8",13,9,5,44,30,14
"ENSG00000173418.7",452,359,401,467,466,252
"ENSG00000101343.10",454,406,405,480,381,217
"ENSG00000089101.13",16,17,11,49,28,14
"ENSG00000188559.9",349,321,370,526,273,197
"ENSG00000088970.11",523,466,737,781,683,525
"ENSG00000232712.2",36,22,41,52,38,64
"ENSG00000214535.3",20,15,18,28,33,8
"ENSG00000088930.6",1517,1334,1311,1719,1374,748
"ENSG00000125813.9",11,3,1,21,13,6
"ENSG00000227063.4",292,294,279,301,222,27
"ENSG00000259974.2",32,41,3,10,3,2
"ENSG00000125798.10",99,82,25,24,107,93
"ENSG00000178726.6",49,30,41,63,73,51
"ENSG00000125810.9",8,11,17,28,34,27
"ENSG00000233746.1",46,54,14,22,31,28
"ENSG00000234832.1",20,9,13,4,3,8
"ENSG00000132661.3",235,196,215,221,245,108
"ENSG00000232645.1",11,15,4,8,7,5
"ENSG00000125812.11",388,300,323,420,346,225
"ENSG00000125814.13",411,351,247,270,250,209
"ENSG00000101439.4",903,867,552,867,713,376
"ENSG00000149435.8",11,7,9,18,8,7
"ENSG00000101463.5",3,4,2,16,10,1
"ENSG00000101474.7",361,294,252,330,280,112
"ENSG00000154930.10",496,551,26,44,82,51
"ENSG00000100987.10",13,10,6,26,17,8
"ENSG00000197586.8",871,736,704,942,798,545
"ENSG00000100994.7",394,359,503,648,679,462
"ENSG00000100997.14",472,432,228,360,262,179
"ENSG00000227379.2",18,11,7,5,6,11
"ENSG00000101003.8",562,523,503,563,445,270
"ENSG00000101004.10",29,24,22,72,37,19
"ENSG00000170191.4",180,176,206,259,179,114
"ENSG00000213742.2",108,67,49,54,52,56
"ENSG00000130684.9",66,42,59,53,49,38
"ENSG00000230772.1",0,1,13,12,11,10
"ENSG00000175170.10",6,9,9,26,24,20
"ENSG00000240108.1",2,8,59,63,67,33
"ENSG00000227195.4",4,12,7,11,10,8
"ENSG00000205611.3",10,2,8,9,11,10
"ENSG00000225490.1",13,8,9,5,11,10
"ENSG00000149531.10",838,751,875,937,884,622
"ENSG00000238151.1",23,25,18,35,17,28
"ENSG00000180383.3",3,4,0,10,12,2
"ENSG00000101294.12",1204,1010,1117,1349,1526,1027
"ENSG00000101898.5",41,32,36,50,37,31
"ENSG00000235313.1",29,24,38,29,32,55
"ENSG00000230613.1",23,19,12,18,27,34
"ENSG00000125968.7",1739,1526,438,533,714,555
"ENSG00000171552.8",3776,3250,3581,4590,4153,2901
"ENSG00000236559.1",79,50,67,60,63,63
"ENSG00000268457.1",72,68,44,51,40,43
"ENSG00000088325.11",6406,5449,4811,5995,4790,2857
"ENSG00000101306.6",13,17,12,19,27,24
"ENSG00000149599.11",20,15,9,40,29,10
"ENSG00000131044.12",15,12,15,27,20,14
"ENSG00000088356.4",259,255,345,486,337,234
"ENSG00000260903.2",11,14,11,27,13,7
"ENSG00000101331.11",4,2,9,13,14,5
"ENSG00000101336.8",17,7,10,31,22,13
"ENSG00000101337.11",2169,1932,1598,2364,2087,1398
"ENSG00000235217.5",22,34,25,23,36,39
"ENSG00000126003.6",861,696,748,961,857,731
"ENSG00000101346.7",1100,994,960,1433,1222,647
"ENSG00000101350.6",538,483,477,578,581,371
"ENSG00000171456.12",3817,3465,3104,3585,3051,2446
"ENSG00000197183.8",1325,1173,1200,1352,1116,1164
"ENSG00000236772.1",26,37,35,21,15,14
"ENSG00000233293.1",56,38,73,70,32,54
"ENSG00000228156.1",30,27,62,57,52,96
"ENSG00000204393.3",14,20,103,66,79,88
"ENSG00000198547.4",104,102,406,449,319,298
"ENSG00000175730.7",24,19,36,22,40,36
"ENSG00000149600.7",622,644,650,845,782,287
"ENSG00000088305.14",4371,3632,4516,5648,4268,3761
"ENSG00000101367.8",2887,2628,2379,2950,2587,1211
"ENSG00000260536.1",25,32,15,33,34,12
"ENSG00000260257.1",122,125,118,102,89,51
"ENSG00000215529.8",19,15,15,36,23,10
"ENSG00000167098.7",8,8,5,20,5,10
"ENSG00000078898.6",16,4,2,13,11,5
"ENSG00000167104.7",10,8,5,25,13,8
"ENSG00000186190.7",4,12,8,13,16,5
"ENSG00000125999.6",16,12,9,16,20,11
"ENSG00000101391.16",859,774,726,964,729,425
"ENSG00000101400.5",920,812,868,1126,680,424
"ENSG00000078699.17",884,745,921,1081,808,732
"ENSG00000125967.12",1194,999,1024,1310,1193,1074
"ENSG00000149609.5",122,126,104,147,126,135
"ENSG00000182584.4",186,141,121,158,169,212
"ENSG00000271803.1",15,12,1,9,13,4
"ENSG00000101412.9",750,732,579,790,795,590
"ENSG00000101417.7",257,256,205,235,235,101
"ENSG00000131061.9",195,172,212,283,164,134
"ENSG00000101421.3",566,514,594,653,589,689
"ENSG00000228265.1",37,34,29,27,38,26
"ENSG00000125970.7",3111,2951,2415,3098,3060,1788
"ENSG00000228386.2",23,17,14,11,12,18
"ENSG00000229472.1",25,9,13,15,21,9
"ENSG00000125977.6",3438,3007,3661,4146,3628,2035
"ENSG00000101440.5",16,22,14,34,28,24
"ENSG00000250917.1",2,1,9,14,11,8
"ENSG00000101444.8",6186,5459,4407,5817,4756,1684
"ENSG00000272945.1",9,12,8,13,6,13
"ENSG00000078747.8",1736,1590,1531,1655,1489,986
"ENSG00000236388.1",9,7,5,15,10,12
"ENSG00000231795.1",12,10,9,17,8,11
"ENSG00000181741.7",28,32,26,4,22,18
"ENSG00000125971.12",1055,847,648,852,940,457
"ENSG00000101460.8",16,14,8,17,17,11
"ENSG00000101464.6",431,360,264,387,307,139
"ENSG00000198646.9",1352,1154,1125,1532,1307,1272
"ENSG00000078804.8",205,173,245,299,430,355
"ENSG00000131067.12",1325,1206,1038,1314,1036,956
"ENSG00000131069.15",6614,5723,4337,5740,3904,2411
"ENSG00000100983.5",1806,1544,1270,1588,1202,673
"ENSG00000078814.11",293,188,225,323,282,354
"ENSG00000100991.7",3585,3214,3127,4403,3070,1980
"ENSG00000088298.8",297,271,295,430,248,157
"ENSG00000101000.4",78,78,137,183,94,47
"ENSG00000126005.11",308,293,186,290,293,172
"ENSG00000125966.8",105,67,84,82,111,97
"ENSG00000261582.1",9,6,8,13,3,11
"ENSG00000242372.2",1061,993,1101,1343,1065,353
"ENSG00000125998.7",17,11,13,31,38,12
"ENSG00000101019.17",907,731,892,1148,1025,810
"ENSG00000125965.4",6,11,5,17,8,7
"ENSG00000126001.11",3077,2812,2284,2929,2098,2213
"ENSG00000230155.2",21,14,10,8,8,9
"ENSG00000125991.14",2223,2377,1607,2402,1932,601
"ENSG00000088340.11",6,14,5,15,10,7
"ENSG00000061656.5",342,330,278,386,302,227
"ENSG00000214078.7",1245,1036,753,1110,952,644
"ENSG00000222460.1",12,18,13,11,24,23
"ENSG00000252549.1",6,9,8,11,4,17
"ENSG00000244462.3",2805,2526,2281,2999,2310,1143
"ENSG00000244005.8",658,607,467,652,537,277
"ENSG00000125995.11",688,737,541,602,589,192
"ENSG00000131051.16",7130,6121,5321,5929,4913,4119
"ENSG00000238549.1",11,5,2,13,2,9
"ENSG00000025293.11",1456,1270,1210,1517,1118,755
"ENSG00000219608.3",8,14,6,6,7,15
"ENSG00000171222.6",802,760,575,750,563,353
"ENSG00000149646.8",10,11,10,16,27,5
"ENSG00000260032.1",8848,8178,6585,8257,6633,4807
"ENSG00000088367.16",166,112,71,107,93,75
"ENSG00000232406.2",14,13,11,9,5,4
"ENSG00000131043.7",506,410,447,568,458,299
"ENSG00000080845.13",764,577,822,892,944,741
"ENSG00000232907.3",38,32,55,92,37,42
"ENSG00000101335.5",70,64,89,120,123,82
"ENSG00000118707.5",526,461,731,976,745,520
"ENSG00000101084.12",417,345,318,389,310,210
"ENSG00000101082.9",20,17,11,21,19,17
"ENSG00000101079.16",624,555,553,770,540,341
"ENSG00000149636.11",687,606,695,746,663,399
"ENSG00000149639.10",3134,2744,2701,3339,2724,2359
"ENSG00000101342.5",11,11,22,26,18,11
"ENSG00000101347.7",235,207,320,404,291,127
"ENSG00000080839.7",774,774,667,679,681,524
"ENSG00000231241.1",19,22,6,13,15,15
"ENSG00000101353.10",132,120,94,114,93,51
"ENSG00000118705.12",5171,4766,2979,4703,3624,1396
"ENSG00000101363.8",224,173,235,256,269,131
"ENSG00000197122.7",894,775,971,1167,988,658
"ENSG00000166619.8",487,446,393,590,536,314
"ENSG00000053438.7",29,28,21,45,28,25
"ENSG00000132792.14",678,636,535,735,618,300
"ENSG00000132821.7",8,5,10,11,11,9
"ENSG00000101407.8",1530,1324,1281,1529,1321,804
"ENSG00000101413.7",1666,1348,1118,1433,1274,750
"ENSG00000198959.7",5504,4904,5291,6825,4811,2284
"ENSG00000149633.7",30,9,18,27,35,19
"ENSG00000101425.8",7,8,5,24,11,5
"ENSG00000129988.5",9,10,6,17,26,20
"ENSG00000224635.1",8,15,20,7,14,13
"ENSG00000196756.7",1813,1652,1718,2113,1978,1284
"ENSG00000235408.2",25,38,54,48,45,26
"ENSG00000225091.3",182,163,205,188,229,236
"ENSG00000201512.1",330,256,313,319,332,191
"ENSG00000200354.1",85,69,86,60,85,77
"ENSG00000174365.15",167,170,136,205,151,60
"ENSG00000170471.10",1477,1386,1436,1877,1510,1029
"ENSG00000231307.1",22,13,18,10,15,3
"ENSG00000124143.6",13,9,15,39,34,19
"ENSG00000101438.3",9,11,10,36,10,6
"ENSG00000101442.8",501,402,393,469,405,280
"ENSG00000199691.1",20,27,27,8,17,15
"ENSG00000101445.5",410,330,997,1248,1097,735
"ENSG00000240474.2",5,3,8,5,12,11
"ENSG00000101447.9",1454,1330,1680,2098,1542,836
"ENSG00000101452.10",536,507,479,624,440,231
"ENSG00000223864.1",14,11,7,13,14,12
"ENSG00000198900.5",3453,2886,4505,5227,4855,3363
"ENSG00000226648.1",17,21,20,29,24,22
"ENSG00000124181.10",2185,1988,2215,2602,1992,1476
"ENSG00000174306.17",554,417,528,678,463,417
"ENSG00000132793.7",618,540,616,750,680,630
"ENSG00000183798.4",23,15,12,30,32,24
"ENSG00000124177.10",3009,2611,2913,3505,2732,2427
"ENSG00000235088.1",20,26,11,18,13,15
"ENSG00000232493.2",18,8,13,17,2,10
"ENSG00000196090.8",25,26,26,34,27,9
"ENSG00000124193.10",2151,1868,1946,2421,2216,1614
"ENSG00000185513.10",486,439,407,479,389,395
"ENSG00000101049.10",32,20,23,27,27,27
"ENSG00000101052.8",302,237,215,315,252,91
"ENSG00000101057.11",5460,4696,3200,3730,3618,2733
"ENSG00000124191.13",19,17,18,26,37,23
"ENSG00000149596.6",14,17,13,13,18,12
"ENSG00000132823.6",434,388,426,455,407,239
"ENSG00000223891.1",62,59,42,79,71,35
"ENSG00000124194.11",12,6,11,16,15,13
"ENSG00000197296.5",92,50,99,98,128,78
"ENSG00000101076.12",11,8,16,17,36,13
"ENSG00000226243.1",5,8,3,10,11,1
"ENSG00000124120.6",193,175,268,336,405,279
"ENSG00000132824.9",1917,1705,1501,2122,1804,826
"ENSG00000168734.9",49,46,208,227,267,144
"ENSG00000196839.8",582,503,403,481,444,224
"ENSG00000244558.1",1,4,30,13,14,20
"ENSG00000064205.6",7,6,30,30,58,39
"ENSG00000124249.5",4,6,12,18,37,44
"ENSG00000101098.8",10,5,11,6,21,9
"ENSG00000166913.8",2483,2255,2302,3275,2699,1223
"ENSG00000101104.8",880,756,833,974,1196,1376
"ENSG00000025772.7",864,794,585,721,663,355
"ENSG00000101109.7",1370,1152,1500,1649,1548,1083
"ENSG00000124134.4",15,6,7,24,23,20
"ENSG00000124159.11",10,9,14,8,19,11
"ENSG00000124232.6",15,15,7,12,18,5
"ENSG00000124145.5",151,144,98,150,122,65
"ENSG00000204070.5",282,273,295,357,299,155
"ENSG00000124251.6",12,6,18,35,23,15
"ENSG00000244274.3",129,130,112,101,93,72
"ENSG00000124155.12",1025,921,605,947,724,406
"ENSG00000269549.1",2,6,4,12,4,11
"ENSG00000235508.2",16,8,7,10,13,5
"ENSG00000124116.14",7,4,5,12,12,4
"ENSG00000101457.8",292,269,283,327,274,136
"ENSG00000175063.12",10,12,17,31,30,33
"ENSG00000124104.14",100,90,97,110,73,97
"ENSG00000101473.12",449,415,433,601,420,202
"ENSG00000132801.5",139,92,129,206,144,82
"ENSG00000168612.4",380,330,410,610,451,248
"ENSG00000149634.4",27,24,35,17,13,17
"ENSG00000064601.12",794,716,635,917,682,471
"ENSG00000100979.10",489,389,543,832,702,368
"ENSG00000100982.7",1386,1289,1025,1430,1022,588
"ENSG00000198026.6",944,806,813,999,774,724
"ENSG00000100985.7",8,11,13,19,26,12
"ENSG00000204044.5",6,7,18,19,11,12
"ENSG00000124140.8",33,39,32,59,56,23
"ENSG00000124160.7",288,251,294,432,454,286
"ENSG00000101017.9",53,29,66,88,113,86
"ENSG00000149654.5",10,13,8,19,25,7
"ENSG00000080189.10",866,850,739,970,917,672
"ENSG00000062598.13",423,416,298,383,361,242
"ENSG00000198185.7",17,13,111,155,146,130
"ENSG00000158296.9",273,225,311,385,457,262
"ENSG00000172315.5",215,221,296,357,333,177
"ENSG00000197496.4",13,11,41,62,90,67
"ENSG00000064655.14",8,7,11,22,17,9
"ENSG00000101040.15",7756,6290,6922,8458,7139,6880
"ENSG00000265532.1",11,11,9,15,15,29
"ENSG00000263770.1",4,7,10,13,15,2
"ENSG00000267882.1",157,134,156,157,151,121
"ENSG00000273451.1",106,88,76,111,87,85
"ENSG00000231119.2",246,211,196,208,195,204
"ENSG00000124151.14",1820,1643,1481,1879,1452,1117
"ENSG00000229853.1",16,15,17,7,16,14
"ENSG00000196562.10",48,43,29,45,56,30
"ENSG00000124126.9",384,352,1122,1510,1467,1064
"ENSG00000124198.8",1882,1602,1254,1719,1588,1221
"ENSG00000124207.12",3782,3653,3192,3817,2855,1039
"ENSG00000124214.15",3486,3163,3099,3937,3304,1895
"ENSG00000226284.1",21,23,20,13,14,15
"ENSG00000124228.10",1214,976,1081,1292,1177,725
"ENSG00000124201.10",743,618,947,1133,1303,1027
"ENSG00000177410.8",1925,1825,1668,1971,1562,464
"ENSG00000209042.1",38,55,34,63,41,14
"ENSG00000222365.1",54,38,36,61,52,21
"ENSG00000212304.1",62,37,24,62,27,5
"ENSG00000158445.7",6,17,4,26,20,10
"ENSG00000124212.5",15,14,4,13,16,6
"ENSG00000158470.5",812,842,797,1038,926,588
"ENSG00000197818.7",387,356,404,445,445,386
"ENSG00000237788.1",45,23,38,19,25,27
"ENSG00000158480.6",302,258,231,371,269,201
"ENSG00000124226.7",1498,1333,1355,1891,1492,751
"ENSG00000229222.1",12,15,25,11,26,32
"ENSG00000124216.3",377,325,209,284,190,113
"ENSG00000244687.7",490,418,339,333,257,175
"ENSG00000240849.6",463,389,240,410,329,196
"ENSG00000237595.2",20,11,4,8,6,9
"ENSG00000172216.4",1145,1194,1279,1472,1646,1277
"ENSG00000203999.4",6,4,17,15,20,10
"ENSG00000196396.5",1635,1575,1807,2266,1616,1023
"ENSG00000232043.1",132,68,70,95,67,56
"ENSG00000208018.1",11,3,14,15,15,4
"ENSG00000042062.7",3344,2968,3604,3752,3810,4016
"ENSG00000234693.1",77,43,63,33,55,67
"ENSG00000124171.4",374,343,373,442,401,274
"ENSG00000124243.13",8,25,19,24,15,18
"ENSG00000101126.11",2273,1929,2512,2806,2153,1810
"ENSG00000228663.1",92,61,65,61,60,71
"ENSG00000259456.2",35,24,11,34,9,32
"ENSG00000000419.8",661,667,673,722,623,244
"ENSG00000124217.3",170,166,154,226,227,102
"ENSG00000026559.9",7,7,18,14,19,19
"ENSG00000101096.15",709,624,664,858,783,736
"ENSG00000054793.9",14,10,23,33,67,40
"ENSG00000101115.8",12,25,7,30,28,13
"ENSG00000020256.15",405,416,387,586,390,276
"ENSG00000234948.1",148,87,200,223,195,182
"ENSG00000225785.1",13,8,11,11,16,5
"ENSG00000232294.1",10,3,14,16,9,18
"ENSG00000182463.11",32,22,90,98,98,85
"ENSG00000223492.1",13,18,5,4,6,2
"ENSG00000259723.1",5,2,22,22,6,9
"ENSG00000197670.5",69,77,67,57,44,50
"ENSG00000171940.9",2355,2102,2019,2565,1830,1273
"ENSG00000064787.8",26,16,44,86,84,63
"ENSG00000019186.5",11,9,2,19,6,2
"ENSG00000101132.5",324,271,300,282,308,152
"ENSG00000101134.7",7,12,2,12,15,7
"ENSG00000185834.9",76,36,17,66,49,13
"ENSG00000124098.9",2857,2512,1288,1743,1870,1046
"ENSG00000087586.13",2226,2169,1729,2078,1545,798
"ENSG00000101138.7",886,938,746,936,760,360
"ENSG00000087589.12",1056,818,691,897,827,594
"ENSG00000228601.1",23,22,16,20,31,16
"ENSG00000022277.8",1402,1261,1157,1512,1116,526
"ENSG00000124091.5",45,27,29,55,33,24
"ENSG00000087510.5",11,3,8,15,18,8
"ENSG00000101144.8",8,8,2,17,17,17
"ENSG00000054796.8",5,4,4,22,15,8
"ENSG00000101146.8",984,820,821,1057,971,406
"ENSG00000228995.1",7,8,13,3,4,17
"ENSG00000218018.2",50,47,31,49,40,32
"ENSG00000132819.12",1771,1517,2307,2853,2426,1725
"ENSG00000124097.7",5,1,15,20,4,9
"ENSG00000124092.8",5347,4722,4550,5674,4561,3363
"ENSG00000124253.9",231,198,198,217,70,59
"ENSG00000124256.10",12,11,7,25,20,10
"ENSG00000124225.11",11,5,55,83,28,10
"ENSG00000124224.12",355,289,245,275,275,230
"ENSG00000124209.3",603,555,430,545,546,329
"ENSG00000124164.11",963,930,848,1187,936,578
"ENSG00000198768.6",10,21,17,18,58,32
"ENSG00000231290.1",2,2,15,17,61,47
"ENSG00000124222.17",1314,1162,1202,1396,1220,1055
"ENSG00000254995.4",6,14,18,25,19,28
"ENSG00000215440.7",52,45,72,68,85,85
"ENSG00000268649.2",2,0,18,9,34,25
"ENSG00000216031.1",1,0,4,10,15,13
"ENSG00000235590.3",3,8,93,101,177,156
"ENSG00000268333.1",1,7,67,55,104,92
"ENSG00000087460.19",8219,7226,5982,8019,6992,4959
"ENSG00000225806.3",9,14,5,12,11,8
"ENSG00000101158.8",2851,2472,2091,2587,2007,1162
"ENSG00000101160.9",1432,1304,1094,1489,1443,815
"ENSG00000101162.3",505,462,146,212,229,157
"ENSG00000124172.5",1511,1706,1365,1678,1322,257
"ENSG00000101166.11",1071,1080,941,1165,913,392
"ENSG00000124203.5",35,26,21,86,58,26
"ENSG00000087495.12",9,16,18,36,31,29
"ENSG00000196074.8",38,23,314,308,465,504
"ENSG00000196227.6",218,178,223,323,268,158
"ENSG00000132825.5",127,124,113,113,120,88
"ENSG00000124215.12",26,20,18,30,29,19
"ENSG00000179242.11",44,46,406,470,639,657
"ENSG00000130699.12",661,607,557,703,635,684
"ENSG00000235018.1",13,13,18,6,13,20
"ENSG00000149657.15",1194,1155,889,1215,995,817
"ENSG00000101182.10",3158,2847,2551,3287,3121,1234
"ENSG00000184402.10",791,734,691,782,727,760
"ENSG00000101181.13",792,728,724,993,812,535
"ENSG00000101180.11",6,4,4,10,10,2
"ENSG00000130703.11",1047,925,899,1118,1023,762
"ENSG00000130706.8",1113,975,873,1144,1196,673
"ENSG00000226332.2",46,22,25,14,31,14
"ENSG00000130702.9",8565,7441,4659,5476,3647,4333
"ENSG00000228812.3",47,50,23,8,11,10
"ENSG00000171858.13",9193,9718,6438,9091,6976,546
"ENSG00000149679.7",368,304,255,338,290,279
"ENSG00000130701.3",10,14,16,18,26,11
"ENSG00000130700.6",145,104,119,88,77,67
"ENSG00000272050.1",15,34,13,17,24,10
"ENSG00000167046.4",22,15,5,6,6,16
"ENSG00000101187.11",528,458,308,420,384,269
"ENSG00000232803.1",17,18,11,9,15,25
"ENSG00000101188.4",73,80,102,88,135,192
"ENSG00000228705.1",66,47,81,98,124,109
"ENSG00000101189.5",831,746,689,909,708,501
