ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1689211	9.76E-01	9.41E-01	7.52E-02	-8.6856367	0.00257374	148277036	AAK1	AP2 associated kinase 1
ILMN_1707668	9.76E-01	9.41E-01	7.52E-02	-8.6856375	0.00295169	612149741	TAS2R42	taste 2 receptor member 42
ILMN_1774358	9.76E-01	9.41E-01	7.52E-02	-8.6856382	0.00258665	NA		
ILMN_2379644	9.76E-01	9.41E-01	7.51E-02	-8.6856459	0.00290092	343403784	CD74	CD74 molecule
ILMN_1903135	9.76E-01	9.41E-01	7.50E-02	-8.6856563	0.00426316	6131737		
ILMN_1700240	9.76E-01	9.41E-01	-7.50E-02	-8.6856589	-0.00269699	154759274	MMD2	monocyte to macrophage differentiation associated 2
ILMN_2401714	9.76E-01	9.41E-01	-7.49E-02	-8.6856659	-0.00305026	68348721	MS4A1	membrane spanning 4-domains A1
ILMN_1759889	9.76E-01	9.41E-01	-7.49E-02	-8.6856667	-0.00306969	149363648	SPRN	shadow of prion protein homolog (zebrafish)
ILMN_1901304	9.76E-01	9.42E-01	7.48E-02	-8.6856729	0.00259737	6807792		
ILMN_1773156	9.76E-01	9.42E-01	-7.48E-02	-8.6856756	-0.00253714	125660450	MRGPRX1	MAS related GPR family member X1
ILMN_1679532	9.76E-01	9.42E-01	7.47E-02	-8.6856804	0.00268852	46358416	GRM3	glutamate metabotropic receptor 3
ILMN_1909118	9.77E-01	9.42E-01	7.45E-02	-8.6856918	0.00265523	8279774		
ILMN_2252621	9.77E-01	9.42E-01	-7.45E-02	-8.6856958	-0.00259105	75709207	ACOT7	acyl-CoA thioesterase 7
ILMN_1797873	9.77E-01	9.42E-01	7.45E-02	-8.6856965	0.00305611	30425443	ANKK1	ankyrin repeat and kinase domain containing 1
ILMN_1832123	9.77E-01	9.42E-01	7.45E-02	-8.6856983	0.00264399	6025609		
ILMN_3251155	9.77E-01	9.42E-01	7.44E-02	-8.6857022	0.00360732	193083105	PCBP2	poly(rC) binding protein 2
ILMN_1729272	9.77E-01	9.42E-01	7.44E-02	-8.6857077	0.0026472	225735621	DIP2A	disco interacting protein 2 homolog A
ILMN_3309939	9.77E-01	9.42E-01	7.43E-02	-8.685709	0.00294953	269847426	MIR302F	microRNA 302f
ILMN_2311798	9.77E-01	9.42E-01	7.43E-02	-8.6857104	0.00383338	325197169	TES	testin LIM domain protein
ILMN_1652429	9.77E-01	9.42E-01	7.42E-02	-8.6857194	0.00277819	NA		
ILMN_2289576	9.77E-01	9.42E-01	7.42E-02	-8.6857211	0.00305661	262527281	VWA1	von Willebrand factor A domain containing 1
ILMN_2064902	9.77E-01	9.42E-01	-7.42E-02	-8.6857215	-0.00291947	88999597	HAND2	heart and neural crest derivatives expressed 2
ILMN_2159272	9.77E-01	9.42E-01	7.41E-02	-8.6857263	0.00268537	190014604	PDCD1LG2	programmed cell death 1 ligand 2
ILMN_2284077	9.77E-01	9.42E-01	-7.40E-02	-8.6857341	-0.00270526	641738642	SLC38A8	solute carrier family 38 member 8
ILMN_1880075	9.77E-01	9.42E-01	-7.40E-02	-8.6857368	-0.00271262	13747833		
ILMN_2135537	9.77E-01	9.42E-01	-7.39E-02	-8.6857399	-0.00268449	145275215	KIF2B	kinesin family member 2B
ILMN_3241071	9.77E-01	9.42E-01	7.39E-02	-8.6857432	0.00289777	NA		
ILMN_2296011	9.77E-01	9.42E-01	7.39E-02	-8.6857433	0.00279368	335057563	BRWD1	bromodomain and WD repeat domain containing 1
ILMN_1688101	9.77E-01	9.42E-01	-7.39E-02	-8.6857467	-0.00259683	NA		
ILMN_1691220	9.77E-01	9.42E-01	7.38E-02	-8.6857487	0.00313226	NA		
ILMN_1700679	9.77E-01	9.42E-01	-7.37E-02	-8.68576	-0.0030177	NA		
ILMN_1903267	9.77E-01	9.42E-01	-7.35E-02	-8.6857716	-0.00260857	1443936		
ILMN_1725852	9.77E-01	9.43E-01	-7.35E-02	-8.6857728	-0.00292005	45269153	S100A2	S100 calcium binding protein A2
ILMN_3309544	9.77E-01	9.43E-01	7.34E-02	-8.685782	0.00321083	262206141	MIR877	microRNA 877
ILMN_3284366	9.77E-01	9.43E-01	-7.34E-02	-8.6857834	-0.00335335	NA		
ILMN_2342559	9.77E-01	9.43E-01	-7.33E-02	-8.6857905	-0.00254336	93141000	SPOCK3	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3"
ILMN_1680659	9.77E-01	9.43E-01	-7.33E-02	-8.6857915	-0.00309767	501355140	C11orf63	chromosome 11 open reading frame 63
ILMN_1719542	9.77E-01	9.43E-01	7.32E-02	-8.6858022	0.00287749	750321972	SCART1	scavenger receptor protein family member
ILMN_2381206	9.77E-01	9.43E-01	-7.32E-02	-8.6858027	-0.00358909	NA		
ILMN_1761423	9.77E-01	9.43E-01	-7.31E-02	-8.6858054	-0.0025833	NA		
ILMN_1753199	9.77E-01	9.43E-01	7.31E-02	-8.6858092	0.0029308	NA		
ILMN_1771469	9.77E-01	9.43E-01	7.31E-02	-8.68581	0.0030406	NA		
ILMN_3308410	9.77E-01	9.43E-01	-7.30E-02	-8.6858122	-0.00245207	262205474	MIR451A	microRNA 451a
ILMN_2284013	9.77E-01	9.43E-01	7.30E-02	-8.6858134	0.00327587	301500671	KCNC4	potassium voltage-gated channel subfamily C member 4
ILMN_3249400	9.77E-01	9.43E-01	7.29E-02	-8.6858218	0.00257591	NA		
ILMN_1818218	9.77E-01	9.43E-01	7.29E-02	-8.6858231	0.00318197	4664627		
ILMN_3309854	9.77E-01	9.43E-01	-7.28E-02	-8.6858276	-0.00243332	115432117	SNORD113-9	"small nucleolar RNA, C/D box 113-9"
ILMN_1729690	9.77E-01	9.43E-01	-7.28E-02	-8.6858317	-0.00396537	148271089	PPIL2	peptidylprolyl isomerase like 2
ILMN_1708747	9.77E-01	9.43E-01	7.27E-02	-8.6858344	0.00241905	53828707	OR6C4	olfactory receptor family 6 subfamily C member 4
ILMN_1708398	9.77E-01	9.43E-01	7.27E-02	-8.6858383	0.00298821	149274606	SLC25A41	solute carrier family 25 member 41
ILMN_1814975	9.77E-01	9.43E-01	7.26E-02	-8.6858448	0.0026193	NA		
ILMN_1782782	9.77E-01	9.43E-01	-7.26E-02	-8.6858457	-0.00257043	NA		
ILMN_2059423	9.77E-01	9.43E-01	7.26E-02	-8.685846	0.00256995	73611939	RAB40AL	"RAB40A, member RAS oncogene family-like"
ILMN_3239485	9.77E-01	9.43E-01	-7.26E-02	-8.6858473	-0.00302165	NA		
ILMN_1706513	9.77E-01	9.43E-01	-7.26E-02	-8.6858485	-0.00318377	NA		
ILMN_3201960	9.77E-01	9.43E-01	-7.25E-02	-8.6858502	-0.00260807	NA		
ILMN_3266005	9.77E-01	9.43E-01	-7.24E-02	-8.6858615	-0.00283305	NA		
ILMN_3301478	9.77E-01	9.43E-01	7.24E-02	-8.6858619	0.0045728	226529226	ZNF716	zinc finger protein 716
ILMN_1763398	9.77E-01	9.43E-01	-7.24E-02	-8.6858642	-0.00333872	323422926	CLEC17A	C-type lectin domain family 17 member A
ILMN_1667138	9.77E-01	9.43E-01	-7.23E-02	-8.6858689	-0.0024587	66737367	S100A13	S100 calcium binding protein A13
ILMN_1676565	9.77E-01	9.43E-01	7.23E-02	-8.6858695	0.00276567	NA		
ILMN_1880359	9.77E-01	9.43E-01	7.23E-02	-8.6858698	0.00311091	9878460		
ILMN_1678176	9.77E-01	9.43E-01	-7.23E-02	-8.6858715	-0.00301786	164663807	LYPD5	LY6/PLAUR domain containing 5
ILMN_3243634	9.77E-01	9.44E-01	7.23E-02	-8.6858728	0.00280595	193788704	SLFN14	schlafen family member 14
ILMN_1701581	9.77E-01	9.44E-01	-7.22E-02	-8.685876	-0.00298887	32455232	LAD1	ladinin 1
ILMN_1774955	9.77E-01	9.44E-01	-7.22E-02	-8.6858775	-0.00254135	NA		
ILMN_1805585	9.77E-01	9.44E-01	7.22E-02	-8.6858777	0.00241517	NA		
ILMN_1735996	9.77E-01	9.44E-01	-7.21E-02	-8.6858832	-0.00254257	633257760	NOX4	NADPH oxidase 4
ILMN_1790098	9.77E-01	9.44E-01	-7.21E-02	-8.6858844	-0.00280838	977380219	OGN	osteoglycin
ILMN_3178830	9.77E-01	9.44E-01	7.20E-02	-8.6858908	0.00272806	NA		
ILMN_1726623	9.77E-01	9.44E-01	-7.20E-02	-8.685894	-0.00262774	NA		
ILMN_1688661	9.77E-01	9.44E-01	-7.19E-02	-8.6858977	-0.00252863	601984252	LOC388813	uncharacterized protein ENSP00000383407-like
ILMN_1737089	9.77E-01	9.44E-01	7.19E-02	-8.6858984	0.00389243	87044927	CAPN5	calpain 5
ILMN_3263656	9.77E-01	9.44E-01	7.19E-02	-8.6858995	0.00249703	NA		
ILMN_3238608	9.77E-01	9.44E-01	-7.19E-02	-8.6859009	-0.00304417	NA		
ILMN_1683974	9.77E-01	9.44E-01	7.18E-02	-8.6859097	0.00280398	310772203	TRIM6-TRIM34	TRIM6-TRIM34 readthrough
ILMN_2138662	9.78E-01	9.44E-01	-7.16E-02	-8.6859235	-0.00271123	737675877	SORCS3	sortilin related VPS10 domain containing receptor 3
ILMN_1729191	9.78E-01	9.44E-01	-7.16E-02	-8.685925	-0.00257932	669637019	CYP2C19	cytochrome P450 family 2 subfamily C member 19
ILMN_2363475	9.78E-01	9.44E-01	-7.15E-02	-8.6859283	-0.002812	330688424	CSH1	chorionic somatomammotropin hormone 1
ILMN_1826226	9.78E-01	9.44E-01	-7.14E-02	-8.6859402	-0.00309095	4762274		
ILMN_1774722	9.78E-01	9.44E-01	-7.13E-02	-8.6859447	-0.00255559	261278345	CGREF1	cell growth regulator with EF-hand domain 1
ILMN_1674486	9.78E-01	9.44E-01	7.13E-02	-8.6859495	0.00263169	148612837	KIAA2026	KIAA2026
ILMN_1872276	9.78E-01	9.44E-01	-7.13E-02	-8.6859495	-0.00345705	120432048	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type
ILMN_1722239	9.78E-01	9.44E-01	-7.12E-02	-8.6859535	-0.00294071	225543155	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)
ILMN_3309709	9.78E-01	9.44E-01	-7.11E-02	-8.6859591	-0.00256849	224465196	PISRT1	polled intersex syndrome regulated transcript 1 (non-protein coding RNA)
ILMN_1736584	9.78E-01	9.44E-01	7.11E-02	-8.6859619	0.00323155	339276001	MCF2L	MCF.2 cell line derived transforming sequence like
ILMN_3308030	9.78E-01	9.44E-01	-7.11E-02	-8.6859659	-0.00263973	115392025	SNORD114-24	"small nucleolar RNA, C/D box 114-24"
ILMN_2179283	9.78E-01	9.44E-01	-7.10E-02	-8.6859663	-0.00332705	113865938	S100A7L2	S100 calcium binding protein A7 like 2
ILMN_1768900	9.78E-01	9.44E-01	7.10E-02	-8.6859667	0.00287148	28144900	IFNL3	interferon lambda 3
ILMN_2377288	9.78E-01	9.44E-01	-7.10E-02	-8.6859673	-0.00264104	525458183	CYP3A43	cytochrome P450 family 3 subfamily A member 43
ILMN_1675836	9.78E-01	9.45E-01	-7.09E-02	-8.6859804	-0.00269805	NA		
ILMN_1680480	9.78E-01	9.45E-01	7.09E-02	-8.6859813	0.0025983	NA		
ILMN_3205988	9.78E-01	9.45E-01	-7.08E-02	-8.6859817	-0.00240301	NA		
ILMN_1686846	9.78E-01	9.45E-01	-7.08E-02	-8.685983	-0.00251057	197927426	AKAP12	A-kinase anchoring protein 12
ILMN_3237868	9.78E-01	9.45E-01	7.07E-02	-8.685989	0.00331599	NA		
ILMN_1873948	9.78E-01	9.45E-01	7.07E-02	-8.6859918	0.00278561	11599820		
ILMN_2162564	9.78E-01	9.45E-01	-7.07E-02	-8.6859938	-0.00303606	211938425	DYNLT3	dynein light chain Tctex-type 3
ILMN_1674629	9.78E-01	9.45E-01	7.07E-02	-8.6859959	0.00280355	308387395	C9orf3	chromosome 9 open reading frame 3
ILMN_1691361	9.78E-01	9.45E-01	-7.06E-02	-8.6859969	-0.00306408	NA		
ILMN_1658121	9.78E-01	9.45E-01	-7.06E-02	-8.6859991	-0.00269567	223671862	CFP	complement factor properdin
ILMN_1762424	9.78E-01	9.45E-01	7.06E-02	-8.6860001	0.0025171	NA		
ILMN_3309594	9.78E-01	9.45E-01	-7.06E-02	-8.6860022	-0.00240114	262205626	MIR16-1	microRNA 16-1
ILMN_3304120	9.78E-01	9.45E-01	7.06E-02	-8.6860026	0.00264204	NA		
ILMN_1754042	9.78E-01	9.45E-01	-7.04E-02	-8.6860185	-0.0031437	NA		
ILMN_1883432	9.78E-01	9.45E-01	-7.03E-02	-8.6860199	-0.00287689	19609384		
ILMN_1728197	9.78E-01	9.45E-01	7.03E-02	-8.6860217	0.00234183	195947371	CLDN5	claudin 5
ILMN_1761945	9.78E-01	9.45E-01	7.03E-02	-8.6860242	0.00269359	208431708	FGFBP2	fibroblast growth factor binding protein 2
ILMN_1772163	9.78E-01	9.45E-01	-7.02E-02	-8.686029	-0.00330104	NA		
ILMN_3247877	9.78E-01	9.45E-01	7.02E-02	-8.6860302	0.00279722	NA		
ILMN_2073202	9.78E-01	9.45E-01	-7.01E-02	-8.6860405	-0.00300529	90403580	MEI1	meiotic double-stranded break formation protein 1
ILMN_3262976	9.78E-01	9.45E-01	-7.00E-02	-8.6860425	-0.00264272	NA		
ILMN_1902112	9.78E-01	9.45E-01	-7.00E-02	-8.6860436	-0.00293849	2743265		
ILMN_1790529	9.78E-01	9.45E-01	-7.00E-02	-8.6860443	-0.00254453	61742794	LUM	lumican
ILMN_3234910	9.78E-01	9.45E-01	7.00E-02	-8.6860468	0.00263636	NA		
ILMN_2358265	9.78E-01	9.45E-01	7.00E-02	-8.6860487	0.00267804	388890241	F7	coagulation factor VII
ILMN_1788991	9.78E-01	9.45E-01	6.99E-02	-8.6860504	0.00280309	254281260	GMNC	geminin coiled-coil domain containing
ILMN_3301677	9.78E-01	9.45E-01	6.99E-02	-8.6860504	0.00364485	NA		
ILMN_1697767	9.78E-01	9.45E-01	-6.99E-02	-8.6860564	-0.00278849	NA		
ILMN_1654626	9.78E-01	9.45E-01	-6.98E-02	-8.6860587	-0.0029424	NA		
ILMN_2293451	9.78E-01	9.45E-01	-6.98E-02	-8.6860613	-0.00233866	227452406	BANF2	barrier to autointegration factor 2
ILMN_1681605	9.78E-01	9.45E-01	6.97E-02	-8.6860648	0.00282842	NA		
ILMN_1682280	9.78E-01	9.46E-01	-6.97E-02	-8.686069	-0.00270615	NA		
ILMN_1730887	9.78E-01	9.46E-01	-6.95E-02	-8.6860809	-0.00236511	NA		
ILMN_3256106	9.78E-01	9.46E-01	6.95E-02	-8.6860862	0.00291384	440546434	GHRLOS	ghrelin opposite strand/antisense RNA
ILMN_1661055	9.78E-01	9.46E-01	-6.94E-02	-8.6860933	-0.00286533	NA		
ILMN_1684653	9.78E-01	9.46E-01	6.93E-02	-8.6860954	0.00253976	116517327	ADGRF4	adhesion G protein-coupled receptor F4
ILMN_3284503	9.78E-01	9.46E-01	-6.93E-02	-8.6860988	-0.00228194	NA		
ILMN_1793123	9.78E-01	9.46E-01	6.92E-02	-8.6861032	0.00233603	109240535	DCST2	DC-STAMP domain containing 2
ILMN_1836543	9.78E-01	9.46E-01	-6.92E-02	-8.6861037	-0.00244861	2933358		
ILMN_1803201	9.78E-01	9.46E-01	6.92E-02	-8.6861051	0.00254666	NA		
ILMN_3304872	9.78E-01	9.46E-01	-6.92E-02	-8.6861073	-0.00260699	NA		
ILMN_1658415	9.78E-01	9.46E-01	6.91E-02	-8.6861117	0.00240029	657173775	ECSCR	endothelial cell surface expressed chemotaxis and apoptosis regulator
ILMN_1683133	9.78E-01	9.46E-01	6.91E-02	-8.6861155	0.00250419	197304672	KLF15	Kruppel like factor 15
ILMN_2094786	9.78E-01	9.46E-01	6.91E-02	-8.6861163	0.00269735	118918434	VWA3B	von Willebrand factor A domain containing 3B
ILMN_2263312	9.78E-01	9.46E-01	6.90E-02	-8.686117	0.0028195	343488516	MVB12B	multivesicular body subunit 12B
ILMN_1780756	9.78E-01	9.46E-01	-6.88E-02	-8.6861323	-0.00376187	116734693	RBM23	RNA binding motif protein 23
ILMN_3182885	9.78E-01	9.46E-01	-6.88E-02	-8.6861331	-0.00332912	NA		
ILMN_1730329	9.78E-01	9.46E-01	-6.88E-02	-8.6861332	-0.00257491	154813207	MED17	mediator complex subunit 17
ILMN_3262011	9.78E-01	9.46E-01	6.88E-02	-8.6861363	0.00254355	NA		
ILMN_1741701	9.78E-01	9.46E-01	6.88E-02	-8.6861381	0.00234589	NA		
ILMN_1668521	9.78E-01	9.46E-01	6.87E-02	-8.6861409	0.00277318	239916000	LIM2	lens intrinsic membrane protein 2
ILMN_3253031	9.78E-01	9.46E-01	6.87E-02	-8.6861445	0.00300098	NA		
ILMN_1738124	9.78E-01	9.46E-01	6.87E-02	-8.6861464	0.00298095	221136783	ZNF772	zinc finger protein 772
ILMN_2179739	9.79E-01	9.46E-01	-6.86E-02	-8.6861509	-0.00267405	4557634	HCRT	hypocretin neuropeptide precursor
ILMN_1883919	9.79E-01	9.46E-01	6.85E-02	-8.6861579	0.00270438	4331159		
ILMN_1702012	9.79E-01	9.47E-01	-6.84E-02	-8.6861665	-0.00315713	NA		
ILMN_1807924	9.79E-01	9.47E-01	6.83E-02	-8.6861699	0.0023816	52317185	OR13D1	olfactory receptor family 13 subfamily D member 1
ILMN_1817076	9.79E-01	9.47E-01	6.83E-02	-8.6861707	0.0024306	19027654	PCDH15	protocadherin related 15
ILMN_1730182	9.79E-01	9.47E-01	-6.83E-02	-8.6861716	-0.002645	292658774	ZFAT	zinc finger and AT-hook domain containing
ILMN_1821321	9.79E-01	9.47E-01	-6.83E-02	-8.6861745	-0.00432987	7020454		
ILMN_1740589	9.79E-01	9.47E-01	-6.83E-02	-8.6861755	-0.00237787	157364940	ZNF440	zinc finger protein 440
ILMN_1767149	9.79E-01	9.47E-01	6.83E-02	-8.6861757	0.00267802	NA		
ILMN_1704916	9.79E-01	9.47E-01	-6.82E-02	-8.686177	-0.00245878	NA		
ILMN_1759475	9.79E-01	9.47E-01	6.82E-02	-8.6861776	0.00276332	116875818	TAS2R39	taste 2 receptor member 39
ILMN_1782609	9.79E-01	9.47E-01	6.82E-02	-8.6861791	0.00319787	112789527	STAG2	stromal antigen 2
ILMN_1722809	9.79E-01	9.47E-01	-6.82E-02	-8.686183	-0.00233835	302191645	NRCAM	neuronal cell adhesion molecule
ILMN_1675321	9.79E-01	9.47E-01	6.81E-02	-8.6861849	0.00257113	365192537	PSMC3IP	PSMC3 interacting protein
ILMN_3245521	9.79E-01	9.47E-01	-6.81E-02	-8.686185	-0.00253283	NA		
ILMN_1714635	9.79E-01	9.47E-01	-6.81E-02	-8.686189	-0.0028736	52546686	OR1L4	olfactory receptor family 1 subfamily L member 4
ILMN_1656604	9.79E-01	9.47E-01	6.79E-02	-8.686202	0.00248058	NA		
ILMN_1861766	9.79E-01	9.47E-01	6.78E-02	-8.6862056	0.00299012	22915612		
ILMN_3303048	9.79E-01	9.47E-01	6.78E-02	-8.6862115	0.00326398	NA		
ILMN_1757978	9.79E-01	9.47E-01	-6.78E-02	-8.6862121	-0.00243811	148539590	INO80D	INO80 complex subunit D
ILMN_1763728	9.79E-01	9.47E-01	6.77E-02	-8.6862133	0.00269597	331028607	OR6C68	olfactory receptor family 6 subfamily C member 68
ILMN_1665435	9.79E-01	9.47E-01	-6.77E-02	-8.6862167	-0.00330769	91106713	GPER1	G protein-coupled estrogen receptor 1
ILMN_2260715	9.79E-01	9.47E-01	-6.77E-02	-8.6862187	-0.00228908	459212748	KLK15	kallikrein related peptidase 15
ILMN_2175220	9.79E-01	9.47E-01	-6.76E-02	-8.6862242	-0.00261507	525313650	CYP39A1	cytochrome P450 family 39 subfamily A member 1
ILMN_1702618	9.79E-01	9.47E-01	-6.76E-02	-8.6862245	-0.0024196	315360676	ASB4	ankyrin repeat and SOCS box containing 4
ILMN_1788665	9.79E-01	9.47E-01	-6.76E-02	-8.6862256	-0.00261471	78042614	SLC7A5P2	solute carrier family 7 member 5 pseudogene 2
ILMN_1813950	9.79E-01	9.47E-01	6.75E-02	-8.6862327	0.00241034	190570179	SCGB1C2	secretoglobin family 1C member 2
ILMN_2390197	9.79E-01	9.47E-01	6.75E-02	-8.6862332	0.00256079	124107609	KIR2DL4	"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4"
ILMN_1760434	9.79E-01	9.47E-01	-6.75E-02	-8.6862342	-0.00336608	NA		
ILMN_1827261	9.79E-01	9.47E-01	-6.74E-02	-8.6862348	-0.00257737	7152183		
ILMN_1805425	9.79E-01	9.47E-01	-6.74E-02	-8.686239	-0.00230894	NA		
ILMN_1722733	9.79E-01	9.47E-01	-6.74E-02	-8.6862415	-0.00239085	NA		
ILMN_1682375	9.79E-01	9.47E-01	6.73E-02	-8.6862418	0.00329678	222537718	CTU1	cytosolic thiouridylase subunit 1
ILMN_1808898	9.79E-01	9.47E-01	-6.72E-02	-8.6862506	-0.00256682	73915098	NPR2	natriuretic peptide receptor 2
ILMN_1744676	9.79E-01	9.47E-01	-6.72E-02	-8.6862513	-0.00288347	264681487	RNF112	ring finger protein 112
ILMN_1774799	9.79E-01	9.47E-01	6.72E-02	-8.6862542	0.00286129	NA		
ILMN_1714643	9.79E-01	9.47E-01	-6.72E-02	-8.6862558	-0.00243138	221316698	MGAM	maltase-glucoamylase
ILMN_1682577	9.79E-01	9.48E-01	-6.71E-02	-8.6862573	-0.00243426	356582443	FAM69A	family with sequence similarity 69 member A
ILMN_1700199	9.79E-01	9.48E-01	6.71E-02	-8.6862619	0.0028594	NA		
ILMN_2252495	9.79E-01	9.48E-01	6.71E-02	-8.6862622	0.00245353	332078506	UBE2L6	ubiquitin conjugating enzyme E2 L6
ILMN_1694653	9.79E-01	9.48E-01	6.69E-02	-8.6862708	0.00269492	62241004	CNDP1	carnosine dipeptidase 1
ILMN_1801584	9.79E-01	9.48E-01	-6.69E-02	-8.6862714	-0.00251921	56790928	CXCR4	C-X-C motif chemokine receptor 4
ILMN_3240108	9.79E-01	9.48E-01	6.69E-02	-8.6862743	0.00301333	96974952	SNORD90	"small nucleolar RNA, C/D box 90"
ILMN_1665201	9.79E-01	9.48E-01	6.69E-02	-8.6862751	0.002402	NA		
ILMN_1657888	9.79E-01	9.48E-01	-6.69E-02	-8.6862776	-0.00233796	118442836	SALL1	spalt like transcription factor 1
ILMN_1691030	9.79E-01	9.48E-01	6.68E-02	-8.6862808	0.00266109	305410859	TGFBR3L	transforming growth factor beta receptor 3 like
ILMN_1752917	9.79E-01	9.48E-01	6.68E-02	-8.6862815	0.00259779	NA		
ILMN_3273017	9.79E-01	9.48E-01	-6.67E-02	-8.6862854	-0.00224332	NA		
ILMN_1858153	9.79E-01	9.48E-01	-6.67E-02	-8.6862878	-0.00242357	31874685		
ILMN_1901616	9.79E-01	9.48E-01	-6.66E-02	-8.6862967	-0.00298395	51650628		
ILMN_1717462	9.79E-01	9.48E-01	6.65E-02	-8.686302	0.00225544	93204874	NPVF	neuropeptide VF precursor
ILMN_1888498	9.79E-01	9.48E-01	-6.65E-02	-8.6863022	-0.00286855	33114716	FAM83A-AS1	FAM83A antisense RNA 1
ILMN_1759390	9.79E-01	9.48E-01	-6.65E-02	-8.6863032	-0.00311232	NA		
ILMN_1759622	9.79E-01	9.48E-01	6.65E-02	-8.6863049	0.00218705	194733763	G3BP2	G3BP stress granule assembly factor 2
ILMN_1773222	9.79E-01	9.48E-01	-6.65E-02	-8.6863057	-0.00274987	NA		
ILMN_1735065	9.79E-01	9.48E-01	6.64E-02	-8.6863116	0.00236449	NA		
ILMN_3278538	9.79E-01	9.48E-01	6.62E-02	-8.6863239	0.00248787	NA		
ILMN_1687501	9.79E-01	9.48E-01	-6.62E-02	-8.6863245	-0.00225211	612407803	MOXD1	monooxygenase DBH like 1
ILMN_1812988	9.79E-01	9.48E-01	-6.60E-02	-8.6863357	-0.0023819	NA		
ILMN_1863972	9.79E-01	9.48E-01	6.60E-02	-8.6863368	0.00256922	11449069		
ILMN_1665343	9.79E-01	9.48E-01	-6.60E-02	-8.686339	-0.0025766	NA		
ILMN_1701025	9.79E-01	9.48E-01	-6.60E-02	-8.6863393	-0.00239586	216548032	EPHX1	epoxide hydrolase 1
ILMN_2265222	9.79E-01	9.48E-01	-6.60E-02	-8.6863403	-0.00246266	109148511	OTUB1	"OTU deubiquitinase, ubiquitin aldehyde binding 1"
ILMN_1740883	9.79E-01	9.48E-01	6.60E-02	-8.6863418	0.00221776	NA		
ILMN_2381938	9.79E-01	9.48E-01	-6.59E-02	-8.6863434	-0.00229906	194248048	ATP2B2	ATPase plasma membrane Ca2+ transporting 2
ILMN_1712943	9.79E-01	9.48E-01	6.59E-02	-8.6863455	0.00224311	953514555	CCK	cholecystokinin
ILMN_1695376	9.79E-01	9.48E-01	6.59E-02	-8.6863472	0.00235946	NA		
ILMN_3297679	9.79E-01	9.49E-01	6.58E-02	-8.6863495	0.00253942	NA		
ILMN_1716546	9.79E-01	9.49E-01	-6.58E-02	-8.6863509	-0.00252075	NA		
ILMN_1741577	9.79E-01	9.49E-01	6.58E-02	-8.6863516	0.00259509	206725541	CNR2	cannabinoid receptor 2
ILMN_3237016	9.79E-01	9.49E-01	6.58E-02	-8.6863563	0.00246757	NA		
ILMN_1784665	9.79E-01	9.49E-01	6.57E-02	-8.6863571	0.0024146	NA		
ILMN_3236628	9.79E-01	9.49E-01	-6.57E-02	-8.6863574	-0.00236381	NA		
ILMN_1687626	9.79E-01	9.49E-01	-6.57E-02	-8.6863606	-0.00384386	46409315	ZDHHC24	zinc finger DHHC-type containing 24
ILMN_1752562	9.79E-01	9.49E-01	6.56E-02	-8.6863663	0.00278211	493799665	CXCL5	C-X-C motif chemokine ligand 5
ILMN_1736713	9.79E-01	9.49E-01	6.55E-02	-8.6863716	0.00253706	117606319	SPIN2A	spindlin family member 2A
ILMN_1670485	9.79E-01	9.49E-01	-6.55E-02	-8.6863723	-0.00249849	NA		
ILMN_1719237	9.79E-01	9.49E-01	-6.55E-02	-8.6863741	-0.00240976	154816206	SPDYE8P	"speedy/RINGO cell cycle regulator family member E8, pseudogene"
ILMN_3202552	9.79E-01	9.49E-01	-6.55E-02	-8.6863744	-0.00226336	224451130	EYS	eyes shut homolog (Drosophila)
ILMN_1744211	9.79E-01	9.49E-01	6.54E-02	-8.6863786	0.00237971	281371375	PLA2G4F	phospholipase A2 group IVF
ILMN_3246993	9.79E-01	9.49E-01	6.54E-02	-8.6863792	0.00285391	15718717	HIST1H2AL	"histone cluster 1, H2al"
ILMN_1832672	9.79E-01	9.49E-01	6.54E-02	-8.6863804	0.00263272	NA		
ILMN_2406084	9.79E-01	9.49E-01	6.54E-02	-8.6863844	0.00233763	NA		
ILMN_1833008	9.79E-01	9.49E-01	6.54E-02	-8.6863845	0.002937	29126794	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1
ILMN_1793367	9.79E-01	9.49E-01	6.52E-02	-8.6863939	0.00254696	305410839	LOC729966	uncharacterized LOC729966
ILMN_1812517	9.79E-01	9.49E-01	-6.52E-02	-8.6863951	-0.00272707	298919214	FGF8	fibroblast growth factor 8
ILMN_3254685	9.79E-01	9.49E-01	6.51E-02	-8.6864019	0.00250172	NA		
ILMN_3190247	9.80E-01	9.49E-01	6.50E-02	-8.6864104	0.00263513	224922815	GPR158-AS1	GPR158 antisense RNA 1
ILMN_1681067	9.80E-01	9.49E-01	-6.48E-02	-8.6864199	-0.00222606	217330621	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5
