ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_2132828	9.73E-01	9.33E-01	-8.58E-02	-8.6847221	-0.00318918	116875762	RAB6C	"RAB6C, member RAS oncogene family"
ILMN_1673238	9.73E-01	9.33E-01	-8.58E-02	-8.684724	-0.00313851	756398257	CLEC9A	C-type lectin domain family 9 member A
ILMN_1776678	9.73E-01	9.33E-01	8.58E-02	-8.6847241	0.00294614	55774985	GIMAP7	"GTPase, IMAP family member 7"
ILMN_1669051	9.73E-01	9.33E-01	8.57E-02	-8.684727	0.00435167	NA		
ILMN_1721774	9.73E-01	9.33E-01	8.57E-02	-8.684733	0.00313825	970414606	MPP7	membrane palmitoylated protein 7
ILMN_1681945	9.73E-01	9.33E-01	8.57E-02	-8.6847342	0.00294706	62548865	ITGAD	integrin subunit alpha D
ILMN_1732807	9.73E-01	9.33E-01	8.56E-02	-8.6847359	0.00327522	556503441	GPRC6A	G protein-coupled receptor class C group 6 member A
ILMN_3249629	9.73E-01	9.33E-01	-8.56E-02	-8.6847389	-0.00321634	307219237	ZNF865	zinc finger protein 865
ILMN_1823952	9.73E-01	9.33E-01	-8.55E-02	-8.6847446	-0.00383639	4690669		
ILMN_1705869	9.73E-01	9.33E-01	8.55E-02	-8.6847452	0.00286243	NA		
ILMN_3187848	9.73E-01	9.33E-01	8.55E-02	-8.684749	0.00351433	NA		
ILMN_1876371	9.73E-01	9.33E-01	-8.55E-02	-8.6847497	-0.00325782	4734240		
ILMN_1795419	9.73E-01	9.33E-01	8.54E-02	-8.6847552	0.00314836	1008909336	CNPPD1	cyclin Pas1/PHO80 domain containing 1
ILMN_1701347	9.73E-01	9.33E-01	8.53E-02	-8.6847668	0.00297917	NA		
ILMN_1664675	9.73E-01	9.33E-01	8.51E-02	-8.6847824	0.00293345	47578121	ARMCX3	"armadillo repeat containing, X-linked 3"
ILMN_1651758	9.73E-01	9.33E-01	8.51E-02	-8.6847842	0.00309417	NA		
ILMN_3248399	9.73E-01	9.34E-01	-8.51E-02	-8.6847885	-0.00330152	NA		
ILMN_1678255	9.73E-01	9.34E-01	8.50E-02	-8.6847905	0.00309341	182765463	ALOXE3	arachidonate lipoxygenase 3
ILMN_3192046	9.73E-01	9.34E-01	-8.50E-02	-8.6847922	-0.00302567	NA		
ILMN_2337386	9.73E-01	9.34E-01	-8.50E-02	-8.6847938	-0.00334881	302495428	CCR9	C-C motif chemokine receptor 9
ILMN_1663347	9.73E-01	9.34E-01	-8.49E-02	-8.6848029	-0.00306218	215422389	OTOF	otoferlin
ILMN_1683742	9.73E-01	9.34E-01	-8.48E-02	-8.684814	-0.00293011	NA		
ILMN_2210519	9.73E-01	9.34E-01	-8.48E-02	-8.6848148	-0.00358387	194018435	HAPLN1	hyaluronan and proteoglycan link protein 1
ILMN_1850130	9.73E-01	9.34E-01	8.47E-02	-8.6848207	0.00383186	NA		
ILMN_1751465	9.73E-01	9.34E-01	-8.47E-02	-8.6848259	-0.00328658	157276587	BNC1	basonuclin 1
ILMN_1906423	9.73E-01	9.34E-01	8.46E-02	-8.6848289	0.0030775	27828963		
ILMN_2207865	9.73E-01	9.34E-01	8.45E-02	-8.6848373	0.00340914	15718723	HIST1H3I	"histone cluster 1, H3i"
ILMN_1915480	9.73E-01	9.34E-01	-8.45E-02	-8.6848389	-0.00529297	27847461		
ILMN_1740447	9.73E-01	9.34E-01	8.45E-02	-8.6848414	0.00368629	NA		
ILMN_2374191	9.73E-01	9.34E-01	8.44E-02	-8.684845	0.00328278	NA		
ILMN_1781563	9.73E-01	9.34E-01	-8.44E-02	-8.6848474	-0.00322369	756398243	DPPA3	developmental pluripotency associated 3
ILMN_1748410	9.73E-01	9.34E-01	-8.44E-02	-8.6848499	-0.00302955	NA		
ILMN_3302425	9.73E-01	9.34E-01	8.44E-02	-8.6848514	0.00307974	NA		
ILMN_2074762	9.73E-01	9.34E-01	8.44E-02	-8.6848534	0.00294778	157057546	FCRL6	Fc receptor like 6
ILMN_1729203	9.73E-01	9.34E-01	8.43E-02	-8.6848543	0.00302099	28372542	PDILT	"protein disulfide isomerase like, testis expressed"
ILMN_1701596	9.73E-01	9.34E-01	-8.43E-02	-8.6848585	-0.00416032	226246668	RPS20	ribosomal protein S20
ILMN_1674053	9.73E-01	9.34E-01	-8.42E-02	-8.684863	-0.00322478	NA		
ILMN_1678312	9.73E-01	9.34E-01	-8.42E-02	-8.6848641	-0.00328651	NA		
ILMN_1767456	9.73E-01	9.34E-01	-8.42E-02	-8.6848656	-0.00345785	NA		
ILMN_1840742	9.73E-01	9.34E-01	-8.42E-02	-8.6848656	-0.00405093	2114943		
ILMN_1731358	9.73E-01	9.34E-01	8.42E-02	-8.6848692	0.00292811	973353057	ZNF532	zinc finger protein 532
ILMN_1817427	9.73E-01	9.34E-01	8.41E-02	-8.6848719	0.00368097	31148804		
ILMN_1726459	9.73E-01	9.34E-01	8.41E-02	-8.6848751	0.00297326	194097476	NPAS4	neuronal PAS domain protein 4
ILMN_1652952	9.73E-01	9.34E-01	8.41E-02	-8.6848774	0.00348979	226958573	RASAL2	RAS protein activator like 2
ILMN_1749553	9.73E-01	9.34E-01	-8.40E-02	-8.6848823	-0.00291056	356582511	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2
ILMN_1842191	9.73E-01	9.34E-01	-8.40E-02	-8.6848845	-0.00359314	5448200		
ILMN_1744033	9.73E-01	9.34E-01	-8.40E-02	-8.6848875	-0.0031305	52693924	OR51A4	olfactory receptor family 51 subfamily A member 4
ILMN_1771905	9.73E-01	9.34E-01	-8.38E-02	-8.6848989	-0.00309797	NA		
ILMN_1656920	9.73E-01	9.35E-01	8.38E-02	-8.6849052	0.00342179	188595726	CRIP1	cysteine rich protein 1
ILMN_1679898	9.73E-01	9.35E-01	8.36E-02	-8.6849198	0.00336752	960139563	ALAD	aminolevulinate dehydratase
ILMN_3245578	9.73E-01	9.35E-01	-8.36E-02	-8.6849231	-0.00296577	NA		
ILMN_3259809	9.73E-01	9.35E-01	-8.35E-02	-8.6849298	-0.00389253	NA		
ILMN_1826520	9.73E-01	9.35E-01	-8.35E-02	-8.6849331	-0.00296213	1210885		
ILMN_1714696	9.73E-01	9.35E-01	8.34E-02	-8.6849371	0.0029217	NA		
ILMN_1677108	9.74E-01	9.35E-01	-8.33E-02	-8.6849447	-0.00299257	41152100	CAPN13	calpain 13
ILMN_1764936	9.74E-01	9.35E-01	8.33E-02	-8.6849501	0.00325337	NA		
ILMN_1812091	9.74E-01	9.35E-01	8.33E-02	-8.6849502	0.00334401	241896897	FAM20A	family with sequence similarity 20 member A
ILMN_1812249	9.74E-01	9.35E-01	-8.33E-02	-8.6849507	-0.00515845	720071551	C15orf54	chromosome 15 open reading frame 54
ILMN_1915616	9.74E-01	9.35E-01	8.33E-02	-8.6849513	0.00367093	4509384		
ILMN_1811478	9.74E-01	9.35E-01	-8.32E-02	-8.6849568	-0.00358783	134244283	MELTF	melanotransferrin
ILMN_2245241	9.74E-01	9.35E-01	-8.32E-02	-8.6849574	-0.00282447	219842265	USH2A	usherin
ILMN_1674098	9.74E-01	9.35E-01	-8.32E-02	-8.684958	-0.0028917	194733751	SORBS2	sorbin and SH3 domain containing 2
ILMN_3223471	9.74E-01	9.35E-01	8.30E-02	-8.6849769	0.00281698	157738642	PLXNA4	plexin A4
ILMN_1797132	9.74E-01	9.35E-01	-8.28E-02	-8.6849898	-0.00283968	363543331	CNNM2	cyclin and CBS domain divalent metal cation transport mediator 2
ILMN_1671573	9.74E-01	9.35E-01	-8.28E-02	-8.6849962	-0.00307055	NA		
ILMN_1891694	9.74E-01	9.35E-01	-8.26E-02	-8.6850129	-0.00300371	3899697		
ILMN_2316974	9.74E-01	9.35E-01	8.25E-02	-8.6850172	0.00365265	612149790	LILRB1	leukocyte immunoglobulin like receptor B1
ILMN_1668577	9.74E-01	9.35E-01	8.25E-02	-8.6850179	0.00287799	NA		
ILMN_1707819	9.74E-01	9.36E-01	-8.23E-02	-8.6850355	-0.00316431	144226242	RNF126P1	ring finger protein 126 pseudogene 1
ILMN_1801962	9.74E-01	9.36E-01	8.23E-02	-8.6850372	0.00303189	NA		
ILMN_1728711	9.74E-01	9.36E-01	8.21E-02	-8.6850542	0.00271598	442654298	RGS3	regulator of G-protein signaling 3
ILMN_1810254	9.74E-01	9.36E-01	-8.21E-02	-8.6850546	-0.00286889	90403580	MEI1	meiotic double-stranded break formation protein 1
ILMN_1866300	9.74E-01	9.36E-01	-8.21E-02	-8.6850569	-0.00350099	4684962		
ILMN_1897285	9.74E-01	9.36E-01	-8.20E-02	-8.6850649	-0.00302039	5368770		
ILMN_1746533	9.74E-01	9.36E-01	8.20E-02	-8.6850667	0.00329546	641386943	CDC27	cell division cycle 27
ILMN_1733531	9.74E-01	9.36E-01	8.19E-02	-8.6850712	0.00304303	67003575	ACTL10	actin like 10
ILMN_1840806	9.74E-01	9.36E-01	-8.19E-02	-8.6850768	-0.00403362	27833723		
ILMN_3244188	9.74E-01	9.36E-01	8.18E-02	-8.6850855	0.00301996	NA		
ILMN_1674280	9.74E-01	9.36E-01	-8.17E-02	-8.6850894	-0.00277643	NA		
ILMN_1723335	9.74E-01	9.36E-01	-8.17E-02	-8.6850907	-0.00319876	NA		
ILMN_1811278	9.74E-01	9.36E-01	-8.16E-02	-8.6850948	-0.00281283	9506662	RNF186	ring finger protein 186
ILMN_3243139	9.74E-01	9.36E-01	-8.16E-02	-8.6850957	-0.00324276	NA		
ILMN_3225176	9.74E-01	9.36E-01	-8.16E-02	-8.6850962	-0.00311033	NA		
ILMN_3239445	9.74E-01	9.36E-01	-8.16E-02	-8.685099	-0.00282328	795881087	ZBTB42	zinc finger and BTB domain containing 42
ILMN_3286287	9.74E-01	9.36E-01	8.16E-02	-8.6850991	0.00275701	NA		
ILMN_1780465	9.74E-01	9.36E-01	-8.15E-02	-8.685106	-0.00306648	31747574	CLEC5A	C-type lectin domain family 5 member A
ILMN_2149971	9.74E-01	9.36E-01	-8.15E-02	-8.6851077	-0.00326911	305632837	SPINK6	"serine peptidase inhibitor, Kazal type 6"
ILMN_3242067	9.74E-01	9.36E-01	-8.15E-02	-8.6851115	-0.00328046	338221710	SNORA58	"small nucleolar RNA, H/ACA box 58"
ILMN_1805833	9.74E-01	9.36E-01	8.14E-02	-8.685119	0.00325036	NA		
ILMN_3266802	9.74E-01	9.36E-01	8.14E-02	-8.6851199	0.00315764	NA		
ILMN_1739318	9.74E-01	9.36E-01	-8.13E-02	-8.6851229	-0.00330833	NA		
ILMN_1735301	9.74E-01	9.36E-01	-8.13E-02	-8.6851281	-0.00330667	25777597	DGKD	diacylglycerol kinase delta
ILMN_1858245	9.74E-01	9.36E-01	-8.13E-02	-8.6851294	-0.00408052	27847524		
ILMN_1792955	9.74E-01	9.37E-01	8.12E-02	-8.6851319	0.00276767	209364510	IRGQ	immunity related GTPase Q
ILMN_1790211	9.74E-01	9.37E-01	8.12E-02	-8.6851322	0.00277516	392583872	C7orf57	chromosome 7 open reading frame 57
ILMN_3203189	9.74E-01	9.37E-01	8.12E-02	-8.6851384	0.00286242	NA		
ILMN_2120631	9.74E-01	9.37E-01	-8.11E-02	-8.6851427	-0.00292864	197383729	TPRXL	tetrapeptide repeat homeobox like
ILMN_1810956	9.74E-01	9.37E-01	-8.10E-02	-8.6851498	-0.00278031	NA		
ILMN_3186503	9.75E-01	9.37E-01	-8.09E-02	-8.6851591	-0.00284598	NA		
ILMN_1730795	9.75E-01	9.37E-01	-8.09E-02	-8.68516	-0.00297219	NA		
ILMN_1657946	9.75E-01	9.37E-01	8.09E-02	-8.6851611	0.00332665	NA		
ILMN_1722024	9.75E-01	9.37E-01	-8.08E-02	-8.6851662	-0.00285826	320202943	ASB11	ankyrin repeat and SOCS box containing 11
ILMN_1763500	9.75E-01	9.37E-01	8.08E-02	-8.6851674	0.00295899	283945633	GPR82	G protein-coupled receptor 82
ILMN_1892582	9.75E-01	9.37E-01	-8.07E-02	-8.6851734	-0.0032023	13727946		
ILMN_1668442	9.75E-01	9.37E-01	8.07E-02	-8.6851809	0.00316517	NA		
ILMN_1712026	9.75E-01	9.37E-01	-8.06E-02	-8.6851887	-0.00363223	208879437	NLRP3	NLR family pyrin domain containing 3
ILMN_3188869	9.75E-01	9.37E-01	-8.06E-02	-8.6851896	-0.00405036	NA		
ILMN_1766983	9.75E-01	9.37E-01	-8.05E-02	-8.6851954	-0.00270346	48928049	FBXW11	F-box and WD repeat domain containing 11
ILMN_1670782	9.75E-01	9.37E-01	-8.05E-02	-8.6851963	-0.00298268	110624764	POU3F1	POU class 3 homeobox 1
ILMN_1729874	9.75E-01	9.37E-01	-8.04E-02	-8.6852	-0.00296702	39812354	OR7C1	olfactory receptor family 7 subfamily C member 1
ILMN_3295735	9.75E-01	9.37E-01	-8.04E-02	-8.6852034	-0.00288862	NA		
ILMN_1888358	9.75E-01	9.37E-01	-8.04E-02	-8.6852043	-0.00267098	83164449		
ILMN_1691243	9.75E-01	9.37E-01	-8.04E-02	-8.6852052	-0.00317518	NA		
ILMN_3290174	9.75E-01	9.37E-01	-8.03E-02	-8.6852096	-0.0037495	223633933	MTMR9LP	"myotubularin related protein 9-like, pseudogene"
ILMN_3269021	9.75E-01	9.37E-01	8.03E-02	-8.6852123	0.0032115	NA		
ILMN_1722447	9.75E-01	9.37E-01	8.03E-02	-8.6852134	0.00293801	NA		
ILMN_2289424	9.75E-01	9.37E-01	-8.02E-02	-8.6852171	-0.00273455	443609467	ANKRD20A3	ankyrin repeat domain 20 family member A3
ILMN_1712481	9.75E-01	9.37E-01	-8.02E-02	-8.6852178	-0.00367595	NA		
ILMN_1810582	9.75E-01	9.37E-01	-8.02E-02	-8.6852234	-0.00356238	NA		
ILMN_3190337	9.75E-01	9.37E-01	-8.01E-02	-8.6852266	-0.00273506	NA		
ILMN_3276794	9.75E-01	9.37E-01	-8.01E-02	-8.6852282	-0.00331489	NA		
ILMN_1710269	9.75E-01	9.37E-01	-8.01E-02	-8.6852284	-0.00302407	94536851	TMC2	transmembrane channel like 2
ILMN_3243084	9.75E-01	9.37E-01	-8.01E-02	-8.6852291	-0.00303554	NA		
ILMN_1723254	9.75E-01	9.37E-01	-8.01E-02	-8.6852307	-0.00297501	NA		
ILMN_3234959	9.75E-01	9.37E-01	-8.00E-02	-8.6852397	-0.00276878	NA		
ILMN_2074748	9.75E-01	9.37E-01	8.00E-02	-8.6852415	0.00278177	385251405	HAL	histidine ammonia-lyase
ILMN_1697433	9.75E-01	9.38E-01	7.99E-02	-8.6852506	0.00293176	5729795	CYP46A1	cytochrome P450 family 46 subfamily A member 1
ILMN_1660989	9.75E-01	9.38E-01	-7.98E-02	-8.6852517	-0.00300898	NA		
ILMN_2413833	9.75E-01	9.38E-01	-7.98E-02	-8.6852519	-0.00301207	1017029461	TOX3	TOX high mobility group box family member 3
ILMN_2201768	9.75E-01	9.38E-01	-7.98E-02	-8.685254	-0.00312839	253683415	KRT40	keratin 40
ILMN_1715589	9.75E-01	9.38E-01	7.98E-02	-8.685255	0.00294715	154146215	PLEKHA2	pleckstrin homology domain containing A2
ILMN_1873411	9.75E-01	9.38E-01	-7.98E-02	-8.6852578	-0.00354171	83143867		
ILMN_1760858	9.75E-01	9.38E-01	-7.97E-02	-8.6852667	-0.00297252	40548385	RAB8A	"RAB8A, member RAS oncogene family"
ILMN_3225858	9.75E-01	9.38E-01	-7.97E-02	-8.6852681	-0.00319197	167234420	PRAMEF15	PRAME family member 15
ILMN_1655206	9.75E-01	9.38E-01	-7.97E-02	-8.6852682	-0.00327913	149944639	ZBTB34	zinc finger and BTB domain containing 34
ILMN_3237039	9.75E-01	9.38E-01	-7.96E-02	-8.6852709	-0.00352316	96974979	SNORD111	"small nucleolar RNA, C/D box 111"
ILMN_3176040	9.75E-01	9.38E-01	-7.96E-02	-8.6852718	-0.00394387	NA		
ILMN_1885006	9.75E-01	9.38E-01	-7.96E-02	-8.6852722	-0.00290896	NA		
ILMN_2311761	9.75E-01	9.38E-01	7.95E-02	-8.6852777	0.00562655	969812498	AP3S1	adaptor related protein complex 3 sigma 1 subunit
ILMN_1749653	9.75E-01	9.38E-01	-7.95E-02	-8.6852783	-0.00284093	296179420	CPXCR1	"CPX chromosome region, candidate 1"
ILMN_2324776	9.75E-01	9.38E-01	-7.95E-02	-8.6852784	-0.00270671	NA		
ILMN_1782991	9.75E-01	9.38E-01	-7.95E-02	-8.6852835	-0.0034544	NA		
ILMN_3242137	9.75E-01	9.38E-01	-7.94E-02	-8.6852898	-0.00288509	NA		
ILMN_1755869	9.75E-01	9.38E-01	-7.94E-02	-8.6852911	-0.00293434	52317272	OR51T1	olfactory receptor family 51 subfamily T member 1
ILMN_3242582	9.75E-01	9.38E-01	7.93E-02	-8.6852947	0.00352903	NA		
ILMN_1753251	9.75E-01	9.38E-01	7.93E-02	-8.6852956	0.00330658	24234740	SEMA6D	semaphorin 6D
ILMN_1678007	9.75E-01	9.38E-01	7.93E-02	-8.6853022	0.00263951	NA		
ILMN_1749744	9.75E-01	9.38E-01	7.92E-02	-8.6853032	0.00276743	NA		
ILMN_1670658	9.75E-01	9.38E-01	7.92E-02	-8.6853076	0.00282381	597709817	CCL15	C-C motif chemokine ligand 15
ILMN_1712348	9.75E-01	9.38E-01	7.92E-02	-8.6853091	0.0028153	61835173	GNB5	G protein subunit beta 5
ILMN_2048659	9.75E-01	9.38E-01	7.92E-02	-8.68531	0.00293802	257467613	SFTPA1	surfactant protein A1
ILMN_1704476	9.75E-01	9.38E-01	7.91E-02	-8.6853143	0.0031641	NA		
ILMN_1656746	9.75E-01	9.38E-01	7.91E-02	-8.6853144	0.00314029	NA		
ILMN_1688790	9.75E-01	9.38E-01	-7.91E-02	-8.6853181	-0.00265123	NA		
ILMN_1704354	9.75E-01	9.38E-01	7.91E-02	-8.6853181	0.00294871	62526027	NCDN	neurochondrin
ILMN_1762622	9.75E-01	9.38E-01	-7.90E-02	-8.6853206	-0.00320195	218156271	FAM111B	family with sequence similarity 111 member B
ILMN_1763382	9.75E-01	9.38E-01	7.90E-02	-8.6853207	0.00419751	83700236	NPPB	natriuretic peptide B
ILMN_1757143	9.75E-01	9.38E-01	-7.90E-02	-8.6853219	-0.0031077	149999369	DGKZ	diacylglycerol kinase zeta
ILMN_1774669	9.75E-01	9.38E-01	-7.90E-02	-8.6853244	-0.00285191	NA		
ILMN_1653524	9.75E-01	9.38E-01	7.90E-02	-8.6853265	0.00300821	156151376	SIKE1	suppressor of IKBKE 1
ILMN_1769151	9.75E-01	9.38E-01	-7.90E-02	-8.6853281	-0.00281486	NA		
ILMN_1850372	9.75E-01	9.38E-01	-7.89E-02	-8.6853285	-0.00324756	NA		
ILMN_2136971	9.75E-01	9.38E-01	-7.89E-02	-8.6853331	-0.00265449	1004426879	FABP3	fatty acid binding protein 3
ILMN_1811335	9.75E-01	9.38E-01	7.89E-02	-8.6853341	0.00272413	NA		
ILMN_1684188	9.75E-01	9.38E-01	7.88E-02	-8.6853437	0.00269661	296785030	C3orf20	chromosome 3 open reading frame 20
ILMN_1866929	9.75E-01	9.39E-01	7.86E-02	-8.6853559	0.00299811	27836697		
ILMN_1653324	9.75E-01	9.39E-01	7.86E-02	-8.6853573	0.00334337	31317244	IL22RA2	interleukin 22 receptor subunit alpha 2
ILMN_1771813	9.75E-01	9.39E-01	-7.84E-02	-8.6853752	-0.00281792	NA		
ILMN_1739792	9.75E-01	9.39E-01	-7.84E-02	-8.6853781	-0.00275614	147899824	RHOG	ras homolog family member G
ILMN_2148193	9.75E-01	9.39E-01	7.84E-02	-8.6853784	0.00306908	223972680	MPPED2	metallophosphoesterase domain containing 2
ILMN_2251961	9.75E-01	9.39E-01	7.83E-02	-8.6853798	0.00294955	14196469	PCDHGA5	"protocadherin gamma subfamily A, 5"
ILMN_1663406	9.75E-01	9.39E-01	-7.83E-02	-8.6853823	-0.00305805	32563532	TTTY17A	"testis-specific transcript, Y-linked 17A (non-protein coding)"
ILMN_1692623	9.75E-01	9.39E-01	-7.83E-02	-8.6853845	-0.00299612	1016776355	ADGRL3	adhesion G protein-coupled receptor L3
ILMN_1671725	9.75E-01	9.39E-01	7.83E-02	-8.6853856	0.00310676	153791993	REPIN1	replication initiator 1
ILMN_1693192	9.75E-01	9.39E-01	-7.82E-02	-8.6853892	-0.00338637	208879450	PI3	peptidase inhibitor 3
ILMN_1714412	9.75E-01	9.39E-01	7.81E-02	-8.6854017	0.00277206	150170717	ZNF292	zinc finger protein 292
ILMN_1799137	9.75E-01	9.39E-01	7.81E-02	-8.685402	0.00299714	NA		
ILMN_2041648	9.75E-01	9.39E-01	-7.79E-02	-8.6854142	-0.00347172	222831591	TMPRSS7	"transmembrane protease, serine 7"
ILMN_1771299	9.75E-01	9.39E-01	7.79E-02	-8.6854167	0.00272166	222831613	C2orf81	chromosome 2 open reading frame 81
ILMN_3243102	9.75E-01	9.39E-01	7.79E-02	-8.6854184	0.00289487	527122134	LOC728989	phosphodiesterase 4D interacting protein pseudogene
ILMN_3250659	9.75E-01	9.39E-01	7.79E-02	-8.6854208	0.00300288	154689645	SKA2	spindle and kinetochore associated complex subunit 2
ILMN_2060578	9.75E-01	9.39E-01	7.78E-02	-8.6854247	0.00342502	319082520	INSL5	insulin like 5
ILMN_1706538	9.75E-01	9.39E-01	-7.78E-02	-8.6854254	-0.0028527	NA		
ILMN_1688213	9.75E-01	9.39E-01	7.77E-02	-8.6854301	0.00278189	NA		
ILMN_1761865	9.75E-01	9.39E-01	7.77E-02	-8.6854322	0.00301235	NA		
ILMN_1775167	9.75E-01	9.39E-01	-7.77E-02	-8.6854354	-0.00294163	574957080	CEACAM16	carcinoembryonic antigen related cell adhesion molecule 16
ILMN_3246604	9.75E-01	9.39E-01	7.76E-02	-8.6854382	0.00272383	193211482	IPW	imprinted in Prader-Willi syndrome (non-protein coding)
ILMN_1664212	9.75E-01	9.39E-01	7.76E-02	-8.6854391	0.0027532	NA		
ILMN_1856081	9.75E-01	9.39E-01	7.76E-02	-8.6854399	0.00297151	34192759	LINC00358	long intergenic non-protein coding RNA 358
ILMN_1890421	9.75E-01	9.39E-01	7.76E-02	-8.6854419	0.00273428	83151533	LOC101927505	uncharacterized LOC101927505
ILMN_1818981	9.75E-01	9.40E-01	-7.74E-02	-8.6854626	-0.00281671	23274332		
ILMN_1655261	9.75E-01	9.40E-01	-7.74E-02	-8.6854627	-0.00290938	663854369	ERP27	endoplasmic reticulum protein 27
ILMN_3302813	9.75E-01	9.40E-01	7.73E-02	-8.6854641	0.00447379	NA		
ILMN_1804532	9.75E-01	9.40E-01	-7.73E-02	-8.6854643	-0.00299188	NA		
ILMN_1753600	9.75E-01	9.40E-01	-7.73E-02	-8.6854655	-0.00346379	NA		
ILMN_3308921	9.75E-01	9.40E-01	-7.73E-02	-8.6854695	-0.00315951	262206095	MIR34B	microRNA 34b
ILMN_1821139	9.75E-01	9.40E-01	7.72E-02	-8.6854716	0.00358693	23247728	ABHD11-AS1	ABHD11 antisense RNA 1 (tail to tail)
ILMN_1822333	9.75E-01	9.40E-01	-7.72E-02	-8.6854757	-0.00315489	13341374	CD28	CD28 molecule
ILMN_2267104	9.75E-01	9.40E-01	7.71E-02	-8.6854812	0.00272457	565671732	PAIP2	poly(A) binding protein interacting protein 2
ILMN_1793269	9.76E-01	9.40E-01	7.71E-02	-8.6854876	0.00280145	NA		
ILMN_1749417	9.76E-01	9.40E-01	7.70E-02	-8.6854887	0.0029201	NA		
ILMN_1760147	9.76E-01	9.40E-01	7.69E-02	-8.685499	0.00290594	NA		
ILMN_1874569	9.76E-01	9.40E-01	7.69E-02	-8.6855013	0.00275113	34192957	LINC01210	long intergenic non-protein coding RNA 1210
ILMN_1690465	9.76E-01	9.40E-01	-7.69E-02	-8.6855014	-0.00330436	371874333	ANKRD11	ankyrin repeat domain 11
ILMN_2398865	9.76E-01	9.40E-01	-7.69E-02	-8.6855023	-0.00299458	308081481	VPS13C	vacuolar protein sorting 13 homolog C
ILMN_1803357	9.76E-01	9.40E-01	-7.68E-02	-8.6855081	-0.00306839	122937198	PPM1N	"protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)"
ILMN_2200836	9.76E-01	9.40E-01	-7.67E-02	-8.6855168	-0.00265851	164519093	HSPB7	heat shock protein family B (small) member 7
ILMN_1705019	9.76E-01	9.40E-01	-7.67E-02	-8.6855176	-0.00259685	NA		
ILMN_1736346	9.76E-01	9.40E-01	-7.67E-02	-8.6855185	-0.00256853	NA		
ILMN_3237511	9.76E-01	9.40E-01	7.66E-02	-8.6855242	0.00270185	167234416	C4orf47	chromosome 4 open reading frame 47
ILMN_3197896	9.76E-01	9.40E-01	-7.66E-02	-8.6855257	-0.00316997	226958477	ZNF727	zinc finger protein 727
ILMN_3276119	9.76E-01	9.40E-01	-7.65E-02	-8.6855297	-0.00268618	NA		
ILMN_3188215	9.76E-01	9.40E-01	-7.65E-02	-8.6855347	-0.00335026	NA		
ILMN_3203615	9.76E-01	9.40E-01	7.64E-02	-8.6855386	0.00282999	NA		
ILMN_1791925	9.76E-01	9.40E-01	-7.64E-02	-8.6855402	-0.00362433	971059229	NFAM1	NFAT activating protein with ITAM motif 1
ILMN_1806956	9.76E-01	9.40E-01	7.64E-02	-8.6855429	0.0029138	755571546	ATAD5	"ATPase family, AAA domain containing 5"
ILMN_1757164	9.76E-01	9.40E-01	7.64E-02	-8.6855438	0.00300435	50233855	OR5W2	olfactory receptor family 5 subfamily W member 2
ILMN_2105573	9.76E-01	9.40E-01	7.63E-02	-8.6855484	0.00260848	93589093	CCL3L3	C-C motif chemokine ligand 3 like 3
ILMN_1693987	9.76E-01	9.40E-01	7.63E-02	-8.6855499	0.00379703	589811558	MLXIP	MLX interacting protein
ILMN_1916025	9.76E-01	9.40E-01	-7.62E-02	-8.68556	-0.00332363	2457819		
ILMN_2224333	9.76E-01	9.41E-01	7.60E-02	-8.6855713	0.00278467	NA		
ILMN_1741228	9.76E-01	9.41E-01	-7.60E-02	-8.6855721	-0.00259658	NA		
ILMN_1651238	9.76E-01	9.41E-01	7.58E-02	-8.6855875	0.00289705	117306162	TRPV1	transient receptor potential cation channel subfamily V member 1
ILMN_1653073	9.76E-01	9.41E-01	7.57E-02	-8.6855959	0.00282474	284413677	OR10Q1	olfactory receptor family 10 subfamily Q member 1
ILMN_1780680	9.76E-01	9.41E-01	-7.57E-02	-8.6855966	-0.00283684	NA		
ILMN_3236893	9.76E-01	9.41E-01	7.57E-02	-8.6855997	0.00272471	NA		
ILMN_2129600	9.76E-01	9.41E-01	7.56E-02	-8.6856069	0.00266618	52627146	OR4A15	olfactory receptor family 4 subfamily A member 15
ILMN_1779702	9.76E-01	9.41E-01	-7.55E-02	-8.685611	-0.00265137	NA		
ILMN_3204590	9.76E-01	9.41E-01	7.55E-02	-8.685614	0.00272361	NA		
ILMN_1790771	9.76E-01	9.41E-01	7.55E-02	-8.6856164	0.00331297	NA		
ILMN_3280331	9.76E-01	9.41E-01	7.54E-02	-8.6856217	0.0026718	NA		
ILMN_1763027	9.76E-01	9.41E-01	7.54E-02	-8.6856227	0.00324168	212549591	CAMK2B	calcium/calmodulin dependent protein kinase II beta
ILMN_3308275	9.76E-01	9.41E-01	-7.54E-02	-8.6856249	-0.00316683	115432114	SNORD113-8	"small nucleolar RNA, C/D box 113-8"
ILMN_1776121	9.76E-01	9.41E-01	7.54E-02	-8.6856264	0.00289563	116256463	KIAA1211L	KIAA1211 like
ILMN_2372199	9.76E-01	9.41E-01	-7.53E-02	-8.6856286	-0.00312652	566006119	C6orf1	chromosome 6 open reading frame 1
ILMN_1835610	9.76E-01	9.41E-01	7.53E-02	-8.6856302	0.00300281	6504596		
